according to,"根据, 按照；取决于；据…所说"
identity,"n. 身份, 相同, 一致, 特性, 恒等式
"
illiterate,"n. 文盲
a. 目不识丁的, 没受教育的"
illustration,"n. 例证, 插图
"
imbalance,"n. 不平衡, 不均衡
"
immigration,"n. 移民, 移居
"
implement,"n. 工具, 器具, 手段
vt. 实现, 使生效, 执行"
inadequate,"a. 不充分的, 不适当的
"
incentive,"n. 动机
a. 激励的"
incline,"n. 倾斜, 斜坡, 斜面
vt. 使倾向于, 使倾斜
vi. 倾向, 倾斜, 爱好, 易于"
indicative,"a. 指示的, 象征的, 表示...的
"
indulge,"vt. 纵情于, 使高兴, 放任, 迁就
vi. 沉溺"
indulgence,"n. 沉溺, 放纵, 嗜好
"
indulgent,"a. 纵容的, 任性的, 宽容的"
infect,"vt. 传染, 感染
"
infection,"n. 传染, 影响, 传染病
"
infinite,"n. 无限, 神
a. 无穷的, 无限的, 极大的"
inform,"vt. 通知, 使了解, 使充满
vi. 提供资料, 告发"
innovation,"n. 改革, 创新
"
inquire,"v. 询问, 问明, 查究"
insist,"v. 坚持, 坚决主张, 强调"
inspiration,"n. 灵感, 鼓舞人心的人或物, 妙计, 吸气
"
institution,"n. 机构, 惯例, 制度
"
insurance,"n. 保险, 保险业, 保险费
"
insure,"vt. 保险, 确保
vi. 投保"
interaction,"n. 交互作用, 交感
"
interpretation,"n. 解释, 演出, 翻译
"
intimate,"a. 亲密的, 私人的, 秘密的
vt. 暗示, 通知, 告诉
n. 至交"
intimate,"a. 亲密的, 私人的, 秘密的
vt. 暗示, 通知, 告诉
n. 至交"
investigate,"v. 调查, 审查"
investigation,"n. 调查, 审查
"
ironic,"a. 冷嘲的, 挖苦的, 反话的, 讽刺的, 令人啼笑皆非的, 出乎意料的"
ironical,"a. 讽刺的, 用反语的"
isolate,"vt. 使隔离, 使孤立, 使绝缘
n. 隔离种群"
justice,"n. 正义, 公平, 公正, 正确, 司法, 审判"
literary,"a. 文学的, 文艺的, 精通文学的
"
luxurious,"a. 豪华的, 奢侈的, 放纵的"
manifest,"n. 载货单, 运货单, 旅客名单
a. 显然的, 明白的
vi. 显示, 出现
vt. 表明, 表现, 证明"
manipulate,"vt. 操纵, 利用, 操作, 巧妙地处理, 假造"
minister,"n. 部长, 牧师, 公使
vi. 服侍, 救助, 主持宗教仪式"
minor,"n. 未成年人, 副修科目
a. 较小的, 二流的, 未成年的
vi. 副修
"
motorway,n. 高速公路
multiple,"n. 倍数, 并联
a. 多样的, 许多的, 多功能的"
neglect,"n. 疏忽, 忽略, 漏做
vt. 疏忽, 忽视, 不顾"
nevertheless,"adv. 然而, 虽然如此
conj. 然而"
observation,"n. 观察, 注意, 观测, 观察力
"
observer,"n. 观察者, 遵守者, 观察员
"
option,"n. 选择权, 挑选, 选项
"
optional,"a. 可选择的, 随意的
"
originate,"vt. 创始, 发明, 发起
vi. 发源, 发生, 起航
"
overseas,"a. 海外的, 国外的
adv. 在海外, 在国外"
pack,"n. 包裹, 一伙, 一副, 背包, 包装
vt. 包装, 捆扎, 塞满, 压紧, 挑选
vi. 包装货物, 挤, 群集, 被包装
"
parliament,"n. 国会, 议会
"
parliamentary,"a. 国会的, 议会的, 议会制度的"
passionate,"a. 热情的, 热烈的, 易怒的, 热恋的"
pedestrian,"n. 行人, 步行者
a. 人行的, 徒步的, 呆板的, 通俗的, 平淡无奇的"
perseverance,"n. 毅力, 忍耐, 锲而不舍, 不屈不挠"
philosophy,"n. 哲学, 人生观, 哲学思想, 哲理, 基本原理, 见解, 达观, 沉着"
picturesque,"a. 生动的, 如画的, 独特的, 别致的, 栩栩如生的"
plug,"n. 塞子, 栓, 插头
vt. 插入, 塞住, 接插头
vi. 被塞住"
portion,"n. 部分, 一份, 命运, 嫁妆
vt. 分配, 给...嫁妆"
possess,"vt. 持有, 占有, 拥有, 克制, 支配, 迷住
"
preference,"n. 偏爱, 优先, 喜爱物
"
preserve,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎
vi. 加工食品, 禁猎
n. 加工成的食品, 禁猎地, 保护区, 防护物"
presumably,"adv. 推测上, 大概"
previous,"a. 早先的, 前面的, 过急的
"
prime,"n. 最佳部分, 初期, 全盛期
a. 主要的, 最初的, 根本的
v. 加油启动, 灌注, 填装"
procedure,"n. 程序, 过程, 手续
"
profit,"n. 利润, 赢利, 利益
vi. 有益, 获利, 赚钱
vt. 有益于"
profitable,"a. 有利润的, 有利益的, 赚钱的
"
promotion,"n. 晋级, 创建, 增进
"
propose,"vt. 计划, 打算, 建议, 提议, 求(婚)
vi. 打算, 求婚"
psychology,"n. 心理学, 心理状态
"
radical,"n. 激进分子, 词根, 基础, 根式, 根
a. 激进的, 根本的, 基本的, 根的"
ratio,"n. 比, 比率
"
reappear,vi. 再出现
reaction,"n. 反应, 反作用, 反动
"
refuge,"n. 避难所, 安全地带, 避难, 庇护
vi. 躲避
vt. 给予...庇护"
rehearse,"vt. 预演, 排演, 使熟练掌握, 练习, 复述
vi. 排练, 练习, 演习"
reign,"v. 为王，为君；当政；统治
n. 为王，为君；当政；统治"
rejection,"n. 拒绝, 抛弃, 驳回, 被抛弃的东西, 呕出物
"
relaxation,"n. 松弛, 放松, 减轻, 缓和, 休息, 休养
"
relevance,n. 中肯；关联；相关性
remind,"vt. 提醒, 使想起"
renovate,"vt. 更新, 革新, 刷新, 修复, 使恢复活力"
representative,"n. 代表, 众议员, 典型
a. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的"
residential,"a. 住宅的, 与居住有关的
"
resolve,"vi. 决定, 分解, 决心
vt. 使分解, 解析, 解决, 消除, 决心
n. 决定之事, 决心, 坚决"
restrict,"vt. 限制, 限定, 约束
"
reverse,"n. 相反, 背面, 倒退, 挫折, 失败
a. 反面的, 相反的, 反向的, 颠倒的
vt. 使颠倒, 使逆转, 使倒退, 使反向
vi. 倒退, 反向, 倒转, 反转
"
revise,"n. 校订, 修正, 改样
vt. 校订, 修正, 校正"
revolution,"n. 革命, 大变革, 旋转, 转数, 循环
"
scandal,"n. 丑闻, 中伤, 耻辱, 反感, 流言蜚语
"
script,"n. 手迹, 手稿, 正本, 手写体
vt. 改编为演出本
"
sensitive,"a. 敏感的, 易感的, 灵敏的, 感光的
"
serial,"n. 分期连载作品, 连载小说
a. 连续的, 一连串的, 连载的, 分期偿还的
"
shelter,"n. 庇护所, 避难所, 庇护, 隐蔽处, 掩蔽
vt. 庇护, 保护, 隐匿
vi. 躲避"
sophisticated,"a. 复杂的, 久经世故的
"
speciality,"n. 专长, 擅长, 特种技能, 详细说明, 特性, 特产, 专业
"
spectator,"n. 观众, 目击者, 旁观者"
stall,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延
vt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中
vi. 被关在厩内, 陷于泥中, 停止, 支吾"
stock,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目
a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的
vt. 装把手于, 进货, 备有, 放牧
vi. 出新芽, 备货, 囤积"
substance,"n. 物质, 实质, 主旨, 资产, 本质, 牢固
"
subtle,"a. 敏锐的, 精细的, 狡猾的, 稀薄的, 灵巧的, 微妙的
"
summary,"n. 摘要, 概要
a. 摘要的, 简略的
"
supportive,"a. 支撑, 支承, 资助, 赞助, 支援, 经受, 忍受, 扶养, 证实, 鼓励, 维持, 伴奏"
suspense,"n. 悬疑, 焦虑, 悬念, 悬而不决
"
tackle,"n. 工具, 复滑车, 滑车, 装备, 扭倒
vt. 固定, 处理, 抓住
vi. 扭倒"
talent,"n. 天才, 才能, 有才干的人, 天资"
temper,"n. (钢等的)硬度, 脾气, 心情, 中和剂, 倾向, 回火
vt. 使回火, 锻炼, 调和, 使缓和
vi. 回火"
terrorist,"n. 恐怖分子
"
torment,"n. 使人痛苦的东西, 折磨者, 苦痛
vt. 使苦恼, 纠缠, 歪曲, 拷问"
transaction,"n. 交易, 办理, 学报, 和解协议
"
transition,"n. 转变, 转换, 变迁, 过渡时期, 临时转调
"
transplant,"vt. 使移居, 移植, 使迁移
vi. 移居, 耐移植
n. 移居者, 移植"
tutor,"n. 家庭教师, 导师, 助教, 监护人
vt. 当...的教师, 教, 指导, 约束, 克制
vi. 当家庭教师, 受家庭教师的指导"
unacceptable,"a. 无法接受的, 不受欢迎的
"
underneath,"adv. 在下面
prep. 在...的下面"
unemployed,"a. 失业的, 未被利用的
"
unique,"a. 独一无二的, 独特的, 稀罕的"
unpopular,"a. 不得人心的, 不受欢迎的, 不流行的"
unreasonable,"a. 不合理的, 过度的, 不切实际的
"
vary,"vt. 改变, 使多样化
vi. 变化, 有不同, 违反"
via,"prep. 经由, 经过, 通过
"
victim,"n. 受害人, 牺牲者, 牺牲品
"
viewpoint,n. 观点
vision,"n. 视觉, 眼光, 视力, 幻想
vt. 梦见, 想象, 显示"
vocation,"n. 职业, 天命, 天职, 才能, 行业
"
voluntary,"a. 自动的, 自愿的, 故意的, 志愿的, 自发的
n. 自愿行动, 志愿者, 自由调"
abruptly,"adv. 突然地, 唐突地"
absolute,"a. 绝对的, 专制的, 完全的, 独立的
n. 绝对事物"
abstract,"a. 抽象的, 深奥的
n. 摘要, 抽象概念
vt. 摘要, 提炼, 使抽象化
"
accelerate,"v. 加速, 促进"
accent,"n. 重音, 口音, 特点, 注重点
vt. 重读, 加重音号于, 强调"
acceptance,"n. 接受, 接纳, 承认, 同意, 赞同, 容忍, 相信
"
access,"n. 通路, 入口, 接近, 进入, 使用权, 发作
vt. 访问, 存取, 接近, 使用
"
accommodation,"n. 膳宿, 预订铺位, 适应性调节, 调和, 贷款
"
accomplish,"vt. 完成, 达到, 实现, 使完美"
accomplished,"a. 完成的, 实现的, 有造诣的, 熟练的, 善社交的"
accumulate,"v. 积聚, 堆积"
accuse,"vt. 指责, 控告, 归咎于
vi. 指责, 控告"
accustom,vt. 使习惯于
acquaint,"vt. 使认识, 介绍"
acquaintance,"n. 认识, 相识者"
activate,"vt. 使活动, 使激活, 正式建成
vi. 有活力"
adaptable,"a. 能适应的, 适合的, 可修改的"
addict,"vt. 使沉溺, 使上瘾
n. 入迷的人, 上瘾者"
addiction,"n. 入迷, 瘾
"
adhere,"vi. 依附, 粘着, 坚持, 追随, 拥护
vt. 使粘附"
adjust,"vt. 调整, 使适应于, 校准
vi. 适应于, 被调节, 相互熟悉而适应"
administer,"vt. 管理, 料理, 执行
vi. 执行遗产管理人的职责, 给予帮助"
adolescent,"a. 青春期的, 青少年的
n. 青少年"
advantageous,"a. 有利的, 有益的"
adverb,n. 副词
affection,"n. 影响, 病, 喜爱, 情感, 倾向
"
affectionate,"a. 深情的, 充满情爱的"
aggression,"n. 侵犯, 侵略
"
alliance,"n. 联盟, 联合
"
alternative,"n. 两者择一, 供替代的选择
a. 两者择一的, 供选择的
"
ambition,"n. 野心, 志向"
ambitious,"a. 有野心的, 抱负不凡的, 雄心勃勃的"
ambulance,"n. 救护车
"
amplify,"vt. 增强, 放大, 扩大, 详述
vi. 引伸"
ancestor,"n. 祖先, 祖宗"
anticipate,"vt. 预期, 占先, 加速, 提前使用
"
apparent,"a. 清晰可见的, 显然的, 表面上的
"
apprentice,"n. 学徒, 生手
vt. 使做学徒"
approval,"n. 赞成, 批准
"
aptitude,"n. 资质, 才能, 自然倾向
"
archaeologist,n. 考古学家
arrogant,"a. 自大的, 傲慢的"
artistic,"a. 艺术的, 艺术家的, 富有艺术性的"
assembly,"n. 与会者, 集会, 装配, 组件
"
assess,"vt. 估定, 对...征税, 评定
"
assessment,"n. 评估, 估定, 评定的款额
"
assist,"n. 帮助, 协助
vt. 帮助, 促进
vi. 协助, 参加"
atmosphere,"n. 大气, 空气, 气氛
"
attendant,"n. 随从, 侍者, 出席者
a. 侍候的, 伴随的, 出席的, 在场的"
authorize,"vt. 授权, 批准, 委托
"
authorise,vt. 授权；批准；允许；委任（等于authorize）
automate,"vt.vi. (使)自动化
"
automobile,"n. 汽车
"
auxiliary,"n. 辅助者, 辅助物, 附属机构, 助动词
a. 辅助的, 备用的"
baker,"n. 面包师
"
bakery,n. 面包店
bankrupt,"n. 破产者
a. 破产的
vt. 使破产"
bankruptcy,"n. 破产者
"
barometer,"n. 气压计
"
barrier,"n. 障碍, 栅栏
"
battery,"n. 电池, 殴打
"
bilingual,a. 双语的
blast,"n. 一阵风, 爆炸, 枯萎病
vt. 炸, 使枯萎
vi. 炸, 猛攻, 猛烈抨击, 枯萎"
bless,"vt. 祝福, 祈佑, 使神圣化"
blessing,n. 祝福
bond,"n. 捆绑物, 结合, 债券, 契约, 粘合剂, 保证人, 键, 关栈保留
vt. 存入关栈, 使黏合
vi. 结合"
bracket,"n. 支架, 括弧, 托架
vt. 装托架, 括入括弧
"
bump,"n. 撞击, 肿块
vt. 碰撞
vi. 撞, 颠簸而行"
calibre,"n. 口径, 才干, 水准"
cane,"n. 手杖, 细长的茎, 藤条
vt. 以杖击, 以藤编制"
carpenter,n. 木匠
celebration,"n. 庆祝, 庆典"
ceremonial,"n. 仪式
a. 正式的"
ceremony,"n. 典礼, 仪式, 礼节
"
certainty,"n. 确定, 确实的事情
"
challenging,"a. 挑战的, 引起争论的"
champagne,"n. 香槟酒, 香槟酒色
"
chart,"n. 图表, 海图
vt. 制成图表
"
charter,"n. 特许状, 执照, 宪章
vt. 特许, 发给特许执照"
chill,"n. 寒冷, 寒意, 失意
a. 寒冷的, 冷漠的
vt. 使寒心, 冷冻
vi. 变冷"
chronicle,"n. 年代记, 记录, 编年史
vt. 把...载入编年史"
circulate,"v. (使)流通, (使)循环, (使)传播"
circulation,"n. 流通, 循环, 发行量
"
civic,"a. 市的, 市民的, 公民的
"
classification,"n. 分类, 分级
"
clergy,"n. 牧师, 僧侣, 神职人员"
cling,"vi. 粘紧, 附着, 紧贴, 坚持"
closet,"n. 壁橱, 小室
a. 秘密的, 空谈的
vt. 把...关入小室"
cocktail,"n. 鸡尾酒, 开味品
a. 鸡尾酒会的"
coincide,"vi. 一致, 符合
"
column,"n. 专栏, 圆柱, 纵队, 列, 柱形物
"
combat,"n. 争斗, 战斗
vi. 战斗, 争斗
vt. 与...战斗, 与...斗争"
commentator,"n. 评论员, 实况广播员, 注释者, 时事评论员"
commerce,"n. 商业, 商务, 贸易
"
communicative,"a. 健谈的, 爱说话的, 交际的"
commute,"vt. 交换, 折偿, 减轻
vi. 代偿, 经常乘车来往"
competitor,"n. 竞争者
"
complacent,"a. 满足的, 自满的, 得意的"
complexity,"n. 复杂, 复杂性, 复杂的事物"
complicate,"vt. 弄复杂, 使错综, 使恶化
vi. 变复杂"
complicated,"a. 复杂的
"
compose,"vt. 组成, 写作, 作曲, 使平静
vi. 创作, 排字
"
compound,"n. 混合物, 复合词, 化合物, 院子
a. 复合的, 混合的, 化合的
vi. 化合, 和解, 妥协
vt. 使复合, 使化合"
compound,"n. 混合物, 复合词, 化合物, 院子
a. 复合的, 混合的, 化合的
vi. 化合, 和解, 妥协
vt. 使复合, 使化合"
comprehensive,"a. 广泛的, 有理解力的, 综合的
"
compromise,"n. 妥协, 折中, 折中方案, 和解
vi. 妥协处理
vt. 危害"
compulsory,"a. 被强制的, 强迫的, 义务的
"
concentrate,"n. 浓缩, 精选
v. 集中, 专心"
concentration,"n. 集中, 专心
"
conception,"n. 观念, 概念
"
conclude,"vt. 结束, 作结论, 推断
vi. 结束, 推断"
conclusion,"n. 结论, 结尾, 推论
"
conclusive,"a. 决定性的, 确定性的, 最后的
"
confine,"vt. 限制, 使不外出, 禁闭
vi. 邻接, 交界
n. 边缘, 范围, 区域"
confirmation,"n. 证实, 证明, 批准, 确认
"
confrontation,n. 对抗；对质；面对
confuse,"vt. 使混乱, 使狼狈, 使困惑
"
confusion,"n. 混乱, 混淆, 无秩序
"
conjunction,"n. 连接词, 联合, 结合
"
conquer,"vt. 克服, 征服, 战胜
vi. 得胜"
conqueror,"n. 征服者, 胜利者"
consequence,"n. 结果, 重要性
"
conserve,"n. 蜜饯, 果酱
vt. 保存, 使(能量等)守恒"
constant,"n. 常数, 恒量
a. 不变的, 一定的, 时常的
"
consulate,"n. 领事, 领事任期, 领事馆
"
consult,"vi. 商讨, 商量, 协商, 会诊
vt. 向...请教, 查阅, 考虑"
consume,"vt. 消耗, 消费, 消灭
vi. 耗尽, 毁灭"
contradict,"vt. 反驳, 与...抵触, 与...矛盾
vi. 反驳"
contribution,"n. 捐助, 捐助之物, 贡献
"
conventional,"a. 传统的, 习惯的, 约定的
"
convict,"n. 囚犯, 罪犯
vt. 宣告有罪, 使知罪"
cooperation,"n. 合作, 协力, 配合
"
corporate,"a. 社团的, 合伙的, 公司的
"
correspond,"vi. 符合, 通信, 相当
"
cosmetic,"n. 化妆品
a. 化妆用的"
costume,"n. 装束, 服装"
council,"n. 会议, 委员会
"
counter,"n. 计算器, 计算者, 柜台, 筹码
a. 反方向的, 相反的
adv. 反方向地, 相反地
"
counter,"n. 计算器, 计算者, 柜台, 筹码
a. 反方向的, 相反的
adv. 反方向地, 相反地
"
counterpart,"n. 副本, 复本, 配对物, 相应物
"
countless,"a. 数不尽的, 无数的"
county,"n. 县, 郡"
craft,"n. 技艺, 手艺, 诡计
vt. 精心制作"
cruise,"n. 巡航, 巡弋, 漫游
v. 巡航, 巡弋, 漫游"
cursor,"n. 游标, 光标
"
customary,"a. 习惯的, 惯常的
"
dare,"n. 挑战, 挑动, 大胆
v. 敢, 胆敢"
daytime,"n. 白天, 日间"
deceive,"v. 欺骗, 行骗"
decent,"a. 有分寸的, 得体的, 大方的"
decorate,v. 装饰
deduce,"vt. 推论, 演绎出
"
defensive,"a. 防卫的, 防备用的, 自卫的
n. 守势, 防卫姿势, 防卫物"
deficiency,"n. 缺乏, 不足
"
definite,"a. 明确的, 一定的
"
deliberately,adv. 故意地
delicate,"a. 细致优雅的, 微妙的, 美味的
"
deploy,"v. 展开, 配置"
deposit,"n. 存款, 定金, 堆积物
vt. 存放, 堆积
vi. 沉淀"
depot,"n. 停车场, 车站, 贮藏所, 仓库
"
depression,"n. 不景气, 消沉, 沮丧, 洼地
"
derive,"vt. 得自
vi. 起源"
desirable,"a. 令人想望的, 可取的"
despair,"n. 绝望, 失望
vi. 绝望"
desperately,adv. 拼命地；绝望地；极度地
desperation,n. 绝望
destination,"n. 目的地, 目标, 目的
"
destruction,"n. 破坏, 毁灭
"
deter,"vt. 制止, 吓住, 威慑"
devil,"n. 魔鬼
vt. 折磨, 戏弄"
devise,"vt. 设计, 发明, 图谋, 遗赠给
n. 遗赠"
diagnose,v. 诊断
dietary,"a. 饮食的
n. 规定食物"
digestion,"n. 消化力, 领悟
"
diminish,"v. (使)减少, (使)变小"
discerning,"a. 有眼力的, 敏锐的, 有辨别能力的, 有洞察力的"
disclose,"vt. 揭露, 透露
"
discount,"n. 折扣, 贴现率
vt. 打折扣
vi. 贴现"
disgrace,"n. 耻辱, 不名誉
vt. 使受耻辱, 使失体面"
dismal,"a. 阴沉的, 凄凉的, 令人忧郁的
n. 低落的情绪, 沼泽"
disobey,"v. 违反, 不服从"
dispel,"vt. 驱散, 驱逐"
dispose,"vt. 处理, 排列, 布置
vi. 处置"
disrupt,"a. 分裂的, 中断的
vt. 使分裂, 使瓦解"
distinct,"a. 清楚的, 显著的, 不同的"
disturbance,"n. 扰乱, 不安, 忧虑
"
diverse,"a. 不同的, 变化多的"
diversity,"n. 差异, 多样性
"
dominant,"a. 占优势的, 支配的
"
dominate,"v. 支配, 占优势"
donation,"n. 捐赠物, 捐款, 捐赠
"
doubtful,"a. 可疑的, 疑心的, 不明确的
"
dough,"n. 生面团
"
doze,"vi. 打瞌睡, 假寐
vt. 打瞌睡度过
n. 瞌睡"
drain,"n. 排水沟, 消耗, 排水
vt. 排出, 喝光, 耗尽
vi. 排水, 流干"
dramatic,"a. 戏剧性的, 生动的"
dreadful,a. 可怕的
dreary,a. 沉闷的
drowsy,"a. 昏昏欲睡的
"
duration,"n. 持续时间, 持续
"
dwell,"vi. 居住, 居住(于), 存在(于)"
dwelling,"n. 住处
"
eager,"a. 热心的, 渴望的, 热望的"
economical,"a. 节俭的, 经济的, 合算的
"
economist,"n. 经济学者, 经济家
"
elaborate,"a. 精细的, 详尽的, 精心计划(或制作)的
vt. 详细地说明, 用心地制作, 发挥
vi. 变复杂, 作详细说明"
elect,"n. 当选人, 被选的人
a. 被选的, 选出的
vt. 选举, 选择
vi. 作选择"
elementary,"a. 初步的, 基本的
"
elevator,"n. 电梯, 升降机
"
eliminate,"vt. 除去, 排除, 剔除, 消除"
elsewhere,adv. 在别处
embrace,"n. 拥抱
vt. 拥抱, 互相拥抱, 包含, 收买
vi. 拥抱"
emit,"vt. 发出, 放射, 发表(意见等), 散发, 发行
"
emphasis,"n. 强调, 加强, 重点, 强语气"
emphasize,"vt. 强调, 加强语气, 着重"
endure,"vt. 忍受, 忍耐, 容忍, 耐
vi. (正式)持久, 持续
"
enforce,"vt. 强迫, 执行, 坚持
"
enforce,"vt. 强迫, 执行, 坚持
"
engagement,"n. 诺言, 约会, 婚约, 交战
"
enjoyment,"n. 享乐, 快乐, 享受
"
entertainment,"n. 娱乐, 款待, 娱乐表演"
enthusiasm,"n. 巨大的热情, 热心"
enthusiast,"n. 热心家, 狂热者, 爱好者"
entitle,"vt. 给...权利, 取名为, 给予名称, 叫做
"
