enable,"vt. 使能够
"
reasonable,"a. 合理的, 明理的, 适当的
"
reasonably,"adv. 适度地, 相当地"
unreasonable,"a. 不合理的, 过度的, 不切实际的
"
recall,"n. 回忆, 召回, 撤消
vt. 回想, 回忆, 召回, 撤消, 使恢复
"
recruit,"n. 新兵, 新手, 新会员, 补给品
vt. 恢复, 补充, 充实, 征募
vi. 征募新兵, 复原, 得到补充"
recruiter,"n. 招聘人员, 征兵人员"
regard,"n. 关心, 注意, 尊敬, 关系, 问候
vt. 视为, 注意, 考虑, 和...有关, 看待
vi. 注视, 注意"
regarding,prep. 关于
disregard,"n. 忽视, 漠视
vt. 忽视, 不顾"
relate,"vt. 讲, 叙述, 使互相关联
vi. 有关, 符合, 相处得好"
relation,"n. 关系, 联系, 叙述, 故事, 家属, 亲戚
"
relationship,"n. 关系, 关联
"
relative,"n. 亲戚, 关系词
a. 有关系的, 相对的, 比较的"
relatively,"adv. 相对地, 比较地, 相当地, 相关地
"
correlate,"n. 有相互关系的东西, 相关物
vt. 使有相互关系
vi. 相关"
correlation,"n. 相互关系, 相关, 关联
"
release,"n. 释放, 发泄, 豁免, 发行, 释放证书
vt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与
n. 发布
"
reliable,"a. 可靠的, 可信赖的
"
unreliable,"a. 不可靠的
"
reliably,"adv. 可靠地, 可信赖地"
liable,"a. 有义务的, 应负责的, 有...倾向的
"
liability,"n. 责任, 债务, 倾向
"
religion,"n. 宗教, 信仰
"
religious,"a. 宗教性的, 虔诚的, 宗教上的, 严谨的
n. 修道士, 出家人"
reluctant,"a. 不情愿的, 勉强的
"
reluctance,"n. 不情愿, 勉强
"
reluctantly,"adv. 不情愿地, 勉强地"
remedy,"n. 药物, 治疗法, 治疗, 补救, 赔偿
vt. 治疗, 补救, 矫正, 改善, 修补, 修缮"
retire,"n. 隐居
vi. 引退, 退役, 退休, 退去, 撤退, 退却
vt. 使...撤退, 辞退"
retirement,"n. 退休, 隐居, 撤退
"
retiree,"n. 退休人员, 退休者
"
entire,"n. 整个, 全部
a. 全体的, 完全的, 全部的"
entirely,"adv. 完全, 全然, 一概"
reveal,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示
n. 窗侧, 门侧"
ridiculous,"a. 荒谬的, 可笑的"
route,"n. 路径, 途径, 路线
vt. 确定路线, 按规定路线发送
"
routine,"n. 常规, 日常工作, 惯例, 例行公事
a. 日常的, 常规的
"
routinely,"adv. 日常, 乏味, 常规, 例行"
royal,"n. 王室, 皇族
a. 王室的, 皇家的, 盛大的, 庄严的"
loyal,"a. 忠诚的, 忠实的, 忠贞的"
loyalty,"n. 忠贞, 忠诚, 忠实
"
disloyalty,"n. 不忠实, 不忠行为, 不义"
ascend,"vi. 上升, 追溯, 登高
vt. 攀登"
descend,"vi. 下降, 世代相传, 屈尊, 袭击
vt. 下降"
descendant,"n. 后裔, 子孙
a. 传下的, 下降的"
offspring,"n. 子孙, 后代, 产物
"
describe,"vt. 描述, 描绘, 画"
description,"n. 描述, 说明, 种类
"
depict,"vt. 描述, 描写"
depiction,"n. 描写, 叙述"
prescribe,"v. 规定, 指定, 嘱咐, 开处方"
prescription,"n. 处方, 命令, 指定
"
subscribe,"vt. 捐献, 签署
vi. 赞成, 同意, 捐款, 预订, 认购
"
subscription,"n. 捐献, 订金, 订阅, 签署, 同意
"
subscriber,"n. 签署者, 捐献者, 订户
"
circumscribe,"vt. 在...周围画线, 限制"
absent,"a. 缺席的, 不在的, 缺乏的, 漫不经心的
vt. 使缺席"
absence,"n. 缺席, 缺乏, 没有
"
present,"n. 现在, 礼品, 瞄准
a. 现在的, 出席的
vt. 介绍, 引见, 赠送, 提出, 呈现, 上演
vi. 举枪瞄准"
presence,"n. 出席, 面前, 存在, 仪态, 风度
"
represent,"vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演
vi. 提出异议"
representation,"n. 表示法, 表现, 陈述, 代表
"
representative,"n. 代表, 众议员, 典型
a. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的"
unrepresentative,"a. 非代表性的, 不典型的"
sentence,"n. 句子, 命题, 宣判
vt. 宣判, 判决
"
sentiment,"n. 感情, 感伤, 情操, 情绪, 感想, 意见
"
sensitive,"a. 敏感的, 易感的, 灵敏的, 感光的
"
sensitivity,"n. 敏感, 灵敏度
"
insensitive,"a. 对...没有感觉的, 感觉迟钝的
"
insensitivity,n. 感觉迟钝；不灵敏性；昏迷
sensible,"a. 有感觉的, 敏感的, 明智的
"
consent,"n. 同意, 许可
vi. 同意, 赞同"
resent,"vt. 愤恨, 憎恶, 怨恨"
insert,"n. 插入物
vt. 插入, 把(人造卫星)射入(轨道), 添写
vi. 附着
"
assert,"vt. 主张, 坚称, 断言
"
assertion,"n. 断言, 主张
"
desert,"n. 沙漠, 应得的赏罚, 功劳
a. 沙漠的, 不毛的
vt. 放弃, 遗弃, 擅离
vi. 逃掉"
service,"n. 服务, 贡献, 雇佣, 公职, 服役, 功劳, 仪式, 送达, 行政部门
vt. 保养, 维修
a. 武装部队的, 服务性的, 仆人的, 耐用的
"
servant,"n. 仆人, 有用物, 公务员, 雇员
"
conserve,"n. 蜜饯, 果酱
vt. 保存, 使(能量等)守恒"
conservative,"a. 保守的, 守旧的, 有保存力的
"
conservation,"n. 保护, 保存
"
preserve,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎
vi. 加工食品, 禁猎
n. 加工成的食品, 禁猎地, 保护区, 防护物"
deserve,"vt. 该得到, 值得
vi. 应得报答"
deserving,"a. 该受的, 有功的, 值得...的
n. 功过, 赏罚"
reserve,"n. 储备品, 贮量, 后备军, 自然保护区, 保留, 拘谨, 节制, 储备金
vt. 保留, 保存, 预订, 延期, 推迟"
reservation,"n. 保留, 预定, 保留品, 保留地
"
consider,"v. 考虑, 思考, 认为"
consideration,"n. 考虑, 原因
"
considering,"prep. 就...而论
conj. 考虑到"
considerate,"a. 体贴的, 体谅的, 考虑周到的"
considerable,"a. 相当的, 可观的, 重要的"
considerably,"adv. 非常地, 很, 颇"
reconsider,"v. 再考虑, 重新考虑"
site,"n. 位置, 场所, 地点
vt. 给...择址"
situation,"n. 情形, 境遇, 位置
"
resident,"n. 居民, 常驻程序, 居住者, 留鸟
a. 居留的, 定居的"
insidious,"a. 隐伏的, 阴险的, 狡猾的
"
sign,"n. 符号, 招牌, 征兆, 正负号, 手势
vt. 签名, 打手势表达
vi. 签名
"
signal,"n. 信号, 暗号, 近因, 导火线
vt. 向...作信号, 标志, 用信号通知
vi. 发信号
a. 作为信号的, 显著的
"
significant,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的"
significance,"n. 重要性, 意义, 意味
"
insignificant,"a. 无关紧要的, 无意义的, 琐碎的"
significantly,adv. 值得注目地；意味深长地
design,"n. 设计, 图样, 方案, 企图
v. 设计, 计划"
designer,"n. 设计者, 谋划者, 制图者
"
device,"n. 装置, 设计, 策略, 发明物, 设备
"
assign,"vt. 分配, 指派, 赋值
"
assignment,"n. 分配, 功课, 任务, 转让, 归因, 陈述
"
resign,"vt. 辞职, 放弃, 使顺从
vi. 辞职, 屈从"
resignation,"n. 辞职, 辞呈, 听从
"
similar,"a. 相似的, 类似的
n. 相似的东西"
similarly,"adv. 相像地, 类似于"
similarity,"n. 类似, 类似处
"
simple,"a. 简单的, 普通的, 朴素的, 单纯的, 绝对的, 初级的, 原始的, 迟钝的
n. 出身低微者, 傻子"
simply,"adv. 简单地, 只是, 简直, 简朴地, 坦白地"
simplicity,"n. 单纯, 简朴, 朴素, 坦率, 天真
"
simplify,"vt. 单一化, 简单化"
simplification,"n. 单一化, 单纯化, 简单化"
oversimplify,v. (使)过分地单纯化
simulate,"vt. 模拟, 假装, 模仿
"
simulation,"n. 模拟, 假冒物, 模仿
"
assimilate,"vt. 使同化, 吸收, 使相拟, 把...比作
vi. 被吸收, 被同化"
assimilation,"n. 同化, 同化作用, 吸收
"
assimilative,"a. 吸收的, 同化的"
simultaneous,"a. 同时的, 同时发生的
"
simultaneously,"adv. 同时发生, 一齐, 同时, 同时存在"
assemble,"vt. 集合, 收集, 装配
vi. 集合
"
assembly,"n. 与会者, 集会, 装配, 组件
"
disassemble,"vt. 解开, 拆开"
resemble,"vt. 相似, 类似"
sympathy,"n. 同情, 赞同, 怜悯, 慰问, 吊唁
"
sympathetic,"a. 有同情心的, 合意的, 赞成的
n. 交感神经, 容易感受的人"
symptom,"n. 症状, 征候, 征兆
"
synthesis,"n. 综合, 组织, 综合体
"
synthetic,"n. 合成物质
a. 综合(性)的, 人造的, 合成的"
social,"a. 社会的, 群居的, 社交的
n. 联欢会"
socially,"adv. 在社会上, 在社交上, 以社会生活方式"
sociable,"a. 好交际的, 社交的, 过社会生活的
n. 联谊会"
associate,"n. 同伴, 伙伴, 关联的事物
vt. 使联合, 使发生联系
vi. 交往
"
association,"n. 协会
"
associative,"a. 联合的, 结合的, 联想的, 引起联合的
"
sole,"n. 脚掌, 鞋底, 底部
a. 唯一的, 仅有的, 单独的, 独身的
vt. 上鞋底, 触底"
solely,"adv. 仅仅, 单独地"
soul,"n. 灵魂, 心灵, 精神, 精髓, 人, 化身, 典型, 鬼魂
a. 黑人的"
isolate,"vt. 使隔离, 使孤立, 使绝缘
n. 隔离种群"
isolation,"n. 隔绝, 孤立, 隔离
"
isolated,"a. 孤立的, 孤零零的
"
solid,"n. 固体
a. 坚硬的, 稳固的, 固体的, 实心的, 纯质的, 立体的, 立方的
"
solidly,adv. 坚硬地；坚固地；团结一致地
solidarity,"n. 团结, 团结一致, 共同一致
"
consolidate,"vt. 巩固, 使联合, 统一
vi. 巩固
"
consolidation,"n. 巩固, 团结, 合并, 加强
"
solve,"vt. 解决, 付给, 溶解
vt. 求解
vi. 求解
"
solution,"n. 解决, 解答, 溶液
"
dissolve,"v. 溶解, 解散"
resolve,"vi. 决定, 分解, 决心
vt. 使分解, 解析, 解决, 消除, 决心
n. 决定之事, 决心, 坚决"
resolution,"n. 解析, 决心, 坚定, 决定, 决议, 消除, 解答, 分解
n. 图形分辨率
"
absolute,"a. 绝对的, 专制的, 完全的, 独立的
n. 绝对事物"
absolutely,"adv. 完全地, 绝对地, 确确实实地"
absolutist,"n. 专制主义者, 专制政体者, 绝对主义者"
absorb,"vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担
"
absorption,"n. 吸收, 专心, 全神贯注
"
special,"n. 专辑, 专车, 号外, 特别的东西, 负有特别任务的人员
a. 特别的, 专门的, 特殊的, 额外的, 附加的, 特别亲密的"
speciality,"n. 专长, 擅长, 特种技能, 详细说明, 特性, 特产, 专业
"
specialize,"vt. 使特殊化, 列举, 特别指明, 限定...的范围
vi. 成为专家, 专攻"
specialist,"n. 专门医师, 专家
a. 专业的, 专家的"
specialization,"n. 专业化, 特殊化, 专门化
"
specific,"n. 特效药, 特性
a. 特殊的, 明确的, 具有特效的, 特定地, 具体地"
specifical,a. <罕>=specific
specifically,"adv. 特定地, 明确地, 按特性"
specify,"vt. 详列, 指定, 说明
"
specification,"n. 规格, 详述, 详细说明书
"
species,"n. 种, 类, 外形
"
aspect,"n. 外观, 方面, 面貌, 方向
"
expect,"vt. 预期, 盼望, 期待"
expectation,"n. 期待, 指望, 展望
"
expectancy,"n. 期待, 期望的事物, 嘱望, 希望, 期望, 预期
"
unexpected,"a. 料想不到的, 突然的, 意外的
"
unexpectedly,"adv. 想不到的, 突然的, 意外的, 出乎意料的"
inspect,"vt. 检查, 检阅, 检验
vi. 检查"
inspection,"n. 检验, 检查, 视察
"
prospect,"n. 景色, 展望
vt. 勘探, 勘察
vi. 勘探, 有前途"
respect,"n. 尊敬, 尊重, 问候
vt. 尊敬, 注意, 遵守"
respectable,"a. 值得尊重的, 人格高尚的, 相当数量的
n. 品格高尚的人"
respected,a. 受尊敬的
respective,"a. 分别的, 各自的"
respectively,"adv. 各自地, 独自地, 个别地, 分别地"
disrespect,"n. 不敬, 失礼, 无礼"
retrospect,"n. 回顾, 追忆, 回溯
v. 回顾, 追忆"
retrospection,"n. 回顾, 追忆, 反省
"
suspect,"n. 被怀疑者, 嫌疑犯
a. 令人怀疑的, 不可信的, 可疑的
v. 怀疑, 猜想"
suspicion,"n. 怀疑, 觉察, 嫌疑
"
suspicious,"a. 可疑的, 多疑的, 怀疑的
"
suspiciously,adv. 猜疑地；怀疑地
skeptical,"a. 怀疑论的, 怀疑的, 不可知论的
"
skepticism,"n. 怀疑论
"
doubt,"n. 怀疑, 疑惑
v. 怀疑, 不信"
doubtful,"a. 可疑的, 疑心的, 不明确的
"
doubtless,"a. 无疑的, 确定的
adv. 无疑地, 确定地"
undoubtedly,"adv. 无疑, 必定, 确实地"
doubter,n. 抱怀疑态度的人；不信宗教的人；怀疑论者
dubious,"a. 可疑的, 不确定的"
perspective,"n. 远景, 透视感, (观察问题的)视角, 透视法, 看法, 透视图
a. 透视的, 透视法的
"
speculate,"vi. 深思, 推测, 投机
"
speculative,"a. 思索性的, 投机的, 推测的
"
conspicuous,"a. 显著的, 显眼的, 出众的"
spectacular,"a. 公开展示的, 惊人的, 壮观的
n. 奇观, 惊人之举, 展览物"
respond,"vt. 以...回答
vi. 回答, 响应, 回报, 有反应, 承担责任"
correspond,"vi. 符合, 通信, 相当
"
correspondence,"n. 相符, 通信, 信件
"
corresponding,"a. 相当的, 一致的, 通信的
"
response,"n. 反应, 回答, 响应
"
sponsor,"n. 保证人, 赞助者, 发起者, 倡议者, 教父
vt. 发起, 赞助, 倡议"
responsible,"a. 有责任的, 负责的, 责任重大的
"
responsibility,"n. 责任, 职责, 负担, 可靠性
"
irresponsibility,"n. 无责任, 不承担责任的行为
"
stand,"n. 站立, 站住, 停顿, 讲台, 看台, 立场, 法院证人席
vi. 站, 立, 坐落, 停滞, 位于, 坚持, 维持原状
vt. 忍受, 使站立, 抵挡"
withstand,"vt. 抵住, 顶住, 经得起"
state,"n. 州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位
a. 国家的, 正式的, 礼仪用的, 州的
vt. 说明, 陈述, 规定
"
statement,"n. 陈述, 指令, 声明
"
overstate,"vt. 夸大的叙述, 夸张, 过分强调
"
statesman,n. 政治家
restate,"vt. 重新叙述, 重申
"
statue,"vt. 以雕像装饰
n. 雕像"
status,"n. 状态, 情形, 地位, 要人身份
"
store,"n. 商店, 贮藏, 仓库, 备用品, 存储器
vt. 储存, 贮藏, 供给
vi. 贮藏
a. 贮藏的, 现成的
"
storage,"n. 存储器, 储藏, 保管, 库存, 仓库
"
restore,"vt. 回复, 恢复, 归还, 修补, 修复
vt. 还原
vi. 还原
"
stock,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目
a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的
vt. 装把手于, 进货, 备有, 放牧
vi. 出新芽, 备货, 囤积"
stable,"n. 马房, 牛棚
a. 稳定的, 安定的, 坚固的, 坚定的
vt. 赶入马房
vi. 被关在马厩"
stability,"n. 安定, 稳定性, 坚实, 巩固
"
stabilize,"vt. 使安定, 使稳固
vi. 稳定, 安定"
steady,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的
vt. 使稳定, 使坚定
vi. 变为沉着, 稳固"
steadily,"adv. 稳定地, 无变化地, 有规则地"
circumstance,"n. 环境, 状况, 事件"
obstacle,"n. 障碍, 妨害物, 阻碍"
statistics,"n. 统计学, 统计资料
"
statistical,"a. 统计的, 统计上的, 统计学的
"
statistically,"adv. 用统计的方法, 统计学上"
statistician,"n. 统计员, 统计学家
"
constant,"n. 常数, 恒量
a. 不变的, 一定的, 时常的
"
constantly,"adv. 不变地, 不断地, 时常地"
constancy,"n. 坚定不移, 持久不变"
distant,"a. 远的, 疏远的
"
distance,"n. 距离, 远方, 遥远
"
instant,"n. 立即, 瞬间
a. 紧急的, 立即的, 即时的"
instantly,"adv. 立即地, 即刻地"
instantaneous,"a. 即时的, 瞬间的, 猝发的
"
substance,"n. 物质, 实质, 主旨, 资产, 本质, 牢固
"
substantial,"n. 重要材料(或事物), 有实际价值的东西
a. 实质上的, 物质的, 有内容的, 结实的"
substantially,"adv. 实质上, 本质上, 大体上"
superstition,"n. 迷信
"
establish,"vt. 建立, 确立, 制定
vi. 移植生长"
establishment,"n. 确立, 制定, 设施
"
established,"a. (被)建立的, 固定的, 既定的, 确定的, 确认的, 确立的, (被)制定的
"
estate,"n. 不动产, (人生的)阶段, 阶层, 财产
"
consist,"vi. 组成, 存在于, 一致"
consistent,"a. 一致的, 坚持的, 并立的, 坚固的"
consistently,"adv. 坚固, 坚实, 一致, 始终如一, 连贯
"
inconsistent,"a. 不一致的, 易变的, 前后矛盾的
"
assist,"n. 帮助, 协助
vt. 帮助, 促进
vi. 协助, 参加"
assistant,"n. 助手, 助理, 助教
a. 有帮助的, 辅助的, 助理的"
assistance,"n. 协助, 援助
"
exist,"vi. 存在, 生存, 发生"
existence,"n. 存在, 生存
"
existing,"a. 存在的, 目前的, 现存的, 现有的
"
coexistence,"n. 共存, 和平共处, 并立"
insist,"v. 坚持, 坚决主张, 强调"
insistence,"n. 坚持, 坚决主张"
persist,"vi. 坚持, 固执, 持续, 坚称
"
persistence,"n. 固执, 坚持不懈, 持续(性), 存留(状态)
"
persistent,"a. 固执的, 坚持的, 持续的, 作用持久的
"
persistently,adv. 坚持地; 固执地; 一个劲儿
resist,"v. 抵抗, 耐得住, 抵制, 反抗
n. 防染材料"
resistant,"n. 抵抗者, 反抗者
a. 抵抗的, 反抗的, 耐...的"
resistance,"n. 抵抗力, 反抗, 耐力, 阻力, 电阻
"
constitute,"vt. 构成, 组成, 任命
"
constitution,"n. 构成, 宪法, 体格
"
constitutional,"a. 宪法的, 立宪的, 体质的
"
unconstitutional,"a. 违反宪法的, 不符合宪法的
"
constitutionality,"n. 合宪法性
"
constituent,"n. 成分, 选民, 构成物
a. 构成的, 组织的, 选举的"
institute,"n. 学会, 学院, 协会
vt. 创立, 开始, 制定, 任命"
institution,"n. 机构, 惯例, 制度
"
institutional,"a. 制度的, 公共机构的, 学会的
"
substitute,"n. 代理, 代理人, 代用品, 代替者, 代替物
vt. 代替
vi. 替代, 取代, 代用
a. 代替的, 代用的, 代用品的
"
stroll,"n. 闲逛, 漫步
v. 闲逛, 漫步"
stroller,"n. 散步者, 流浪者"
wander,"vi. 游荡, 漫步, 徘徊, 迷路, 离题, 蜿蜒
vt. 在...漫游"
wandering,"a. 漫游的, 徘徊的, 流浪的, 蜿蜒的
n. 闲逛, 流浪, 离题, 胡言乱语"
wonder,"n. 奇迹, 惊奇, 惊愕
vt. 惊奇, 想知道
vi. 惊讶, 怀疑"
sting,"n. 叮, 刺痛, 刺激, 讽刺
vt. 叮, 刺痛, 刺激, 使苦恼
vi. 叮, 刺痛"
stick,"n. 棍, 棒, 刺, 枯枝, 茎, 条状物
vt. 插进, 刺入, 钉住, 伸出, 粘贴, 停止
vi. 粘住, 停留, 坚持, 陷住, 伸出"
stickness,"[机] 粘模型性, 粘模性"
sticker,"n. 屠夫, 尖刀, 刺, 芒, 尖物, 携带尖刀者, 张贴物, 滞销品, (非正式)难题
"
instinct,"n. 本能, 直觉
a. 充满着的"
instinctive,"a. 本能的, 天生的, 直觉的
"
instinctively,"adv. 本能地, 直觉地"
extinct,"a. 熄灭的, 灭绝的, 耗尽的
"
extinction,"n. 消失, 消灭, 废止
"
distinct,"a. 清楚的, 显著的, 不同的"
distinctly,"adv. 显然地, 明显地, 清楚地"
distinctive,"a. 有特色的, 出众的"
distinctively,"adv. 区别地, 特殊地"
distinctiveness, 特殊[独特]性
distinction,n. 区别
distinguish,"v. 区别, 辨别"
distinguished,"a. 卓著的, 著名的"
stimulate,"vt. 刺激, 激励, 鼓舞
vi. 起刺激作用"
stimuli,"剌激, 剌激物, 促进因素, 动因
"
spirit,"n. 精神, 心灵, 灵魂, 态度, 志气, 人格, 情绪, 心情, 烈酒
vt. 诱拐, 鼓励, 鼓舞"
spiritual,"a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的
n. 有关教会的事"
spiritually,adv. 在精神上地
inspirit,"vt. 激励, 使振奋"
dispirit,"vt. 使沮丧, 使气馁"
inspire,"vt. 使感动, 激发, 启示, 吸入, 鼓舞, 产生, 使生灵感
vi. 吸入, 赋予灵感"
inspiration,"n. 灵感, 鼓舞人心的人或物, 妙计, 吸气
"
conspire,"vi. 阴谋, 协力, 共谋
vt. 图谋"
conspiracy,"n. 同谋, 阴谋, 阴谋集团
"
aspire,"vi. 渴望, 立志于"
aspiration,"n. 热望, 志向, 渴望
"
aspiring,"a. 有抱负的, 有志气的"
prosper,"vi. 繁荣, 兴隆, 成功
vt. 使成功, 使昌盛"
prosperity,"n. 繁荣, 茂盛, 成功
"
prosperous,"a. 成功的, 繁盛的, 幸运的
"
desperate,"a. 不顾一切的, 危急的, 令人绝望的, 极渴望的"
despair,"n. 绝望, 失望
vi. 绝望"
stress,"n. 压力, 紧迫, 强调, 重音, 重点, 应力
vt. 加压力于, 着重, 重读"
distress,"n. 苦恼, 贫困, 痛苦
vt. 使苦恼
a. 亏本出售的"
straight,"n. 直线, 直
a. 直的, 笔直的, 正直的, 直接的, 连续的, 整齐的
adv. 直接地, 立即, 不断地"
straightforward,"a. 笔直的, 率直的, 明确的, 简单的, 直接的"
constrain,"vt. 强迫, 限制, 关押"
constraint,"n. 强制, 约束
"
constrained,"a. 被强迫的, 被约束的, 不舒服的"
restrain,"vt. 抑制, 阻止, 束缚
"
restraint,"n. 抑制, 克制, 束缚
"
restrained,"a. 限制的, 拘谨的, 克制的"
restraining,a. 抑制的；遏制的；控制的
strict,"a. 严厉的, 绝对的, 详尽的, 严格的, 精确的
"
strictly,"adv. 严格地, 确实地"
restrict,"vt. 限制, 限定, 约束
"
restriction,"n. 限制, 限定, 约束
"
restrictive,"a. 限制的, 约束的, 限定的
n. 限制词"
stretch,"n. 伸展, 张开, 连绵, 一段路, 一段时间
a. 可伸缩的, 弹性的
vt. 伸展, 张开, 曲解, 使过度伸展
vi. 伸展, 延伸
"
strain,"n. 紧张, 拉紧, 张力, 过劳, 扭伤, 血缘, 种, 族, 气质, 曲调, 旋律, 口吻
vt. 使劳累, 拉紧, 过分使用, 扭伤, 滥用, 曲解, 滤
vi. 尽力, 努力, 紧拉, 弯曲, 被滤出"
strained,"a. 紧张的, 滤过的, 矫饰的
"
strength,"n. 力量, 实力, 强度, 浓度, 人数, 抵抗力
"
strengthen,"vt. 加强, 变坚固
vi. 变强, 股票上涨"
structure,"n. 结构, 构造, 建筑物
vt. 构成, 组织"
infrastructure,"n. 基础结构, 基础设施
"
construct,"vt. 构造, 建造, 对...进行构思, 作图
n. 构成物"
construction,"n. 建筑, 构造, 建筑物
"
constructive,"a. 建设性的, 构造上的
"
reconstruct,"vt. 重建, 改造
"
reconstruction,"n. 改造, 再建
"
instruct,"vt. 教, 教育, 命令, 通知
"
instruction,"n. 指令, 教导, 命令
"
instructor,"n. 教员, 讲师
"
instrument,"n. 工具, 手段, 仪器
"
instrumental,"a. 仪器的, 器具的, 可作为手段的
"
instrumentally,adv. 仪器地；有助益地；用乐器演奏地
instrumentalist,n. 工具主义者；乐器演奏家
result,"n. 结果, 成绩, 答案
vi. 产生, 结果, 致使
"
consult,"vi. 商讨, 商量, 协商, 会诊
vt. 向...请教, 查阅, 考虑"
consultant,"n. 顾问, 征询意见者
"
consultancy,"n. 商量, 协商, 磋商, 会诊, 与...商量, 咨询, 请教, 找(医生)看病, 查阅, 考虑
"
consultation,"n. 请教, 咨询, 磋商会
"
insult,"n. 侮辱, 无礼, 损害
vt. 损害, 侮辱, 攻击"
articulate,"a. 发音清晰的, 口才好的
vt. 明白地说, 以关节连接, 使成为系统的整体"
assume,"vt. 假定, 承担, 呈现
vi. 装腔作势, 僭越"
assumption,"n. 假定, 自负, 担任, 假装
"
consume,"vt. 消耗, 消费, 消灭
vi. 耗尽, 毁灭"
consumer,"n. 消费者
"
consumption,"n. 消费, 消费量, 痨病
"
consumerism,n. 保护消费者利益运动
resume,"vt. 重新开始, 取回, 恢复
vi. 再开始
n. 摘要, 个人简历
"
presume,"vt. 假定, 推测, 擅自, 意味着
vi. 擅自行动, 相信"
presumably,"adv. 推测上, 大概"
summarize,"v. 概述, 总结"
summit,"n. 顶点, 最高阶层, 最高级会议
a. 政府首脑的, 最高级的"
summon,"vt. 召唤, 召集, 号召, 振奋, 唤起, 鼓起
"
measure,"n. 尺寸, 量度器, 量度标准, 测量, 量具, 程度, 范围, 限度, 分寸, 措施, 方法
vt. 测量, 测度, 估量, 权衡, 调节, 拿(自己或自己的力量等)作较量
vi. 度量"
measurable,"a. 可测量的, 不久的, 重要的"
dimension,"n. 尺寸, 次元, 面积, 维数
vt. 标出尺寸"
dimensional,"a. ...维的
"
immense,"a. 极广大的, 无边的, 非常好的"
tremendous,"a. 巨大的, 非常的, 可怕的"
leisure,"n. 空闲, 闲暇, 悠闲
a. 空闲的, 有闲的"
assure,"vt. 保证, 使确信, 弄清楚, 担保
"
assurance,"n. 保证, 把握, 信心, 保险
"
ensure,"vt. 确定, 保证, 担保, 保护
"
insure,"vt. 保险, 确保
vi. 投保"
insurance,"n. 保险, 保险业, 保险费
"
sample,"n. 样品, 范例, 样本
vt. 抽样, 尝试
"
scale,"n. 刻度, 衡量, 比例, 比例尺, 数值范围, 等级, 规模, 天平, 秤, 鳞, 积垢
vt. 依比例决定, 攀登, 测量, 绘制, 刮鳞, 使生垢, 过秤
vi. 剥落, 生水垢, 重量为, 攀登, 衡量
"
scene,"n. 场, 情景, 镜头, 发生地点, 道具, 布景, 景色
"
scenery,"n. 风景, 景色, 舞台布景"
sight,"n. 景观, 视力, 眼界, 阅读, 见解, 意见
vt. 看见, 瞄准
vi. 瞄准, 观看
a. 即席的, 见票即付的"
insight,"n. 察看, 洞察力, 见识
"
short-sighted, [医]近视的
eyesight,"n. 视力, 目力"
sightseer,n. 观光客
sightseeing,"n. 观光, 游览
a. 观光的, 游览的"
scholar,"n. 学者, 奖学金获得者, 有文化者, 学习者"
scholarly,"a. 学者派头的, 学者风度的, 有学问的, 博学的, 好学的"
scholarship,"n. 学问, 学术成就, 奖学金"
scrutiny,"n. 细看, 仔细检查, 监视, 选票检查
"
scrutinize,"vt.vi. 细看, 仔细检查, 审查, 细阅
"
senior,"n. 年长者, 资深者, 毕业班学生
a. 年长的, 高级的, 资深的"
setback,"n. 挫折, 退步, 逆流"
shame,"n. 羞耻, 羞愧, 耻辱
vt. 使羞愧, 侮辱"
share,"n. 部分, 参与, 一份, 参股, 份额
vt. 均分, 分担, 分享, 分配, 共有
vi. 分享
"
shareholder,"n. 股东
"
shelter,"n. 庇护所, 避难所, 庇护, 隐蔽处, 掩蔽
vt. 庇护, 保护, 隐匿
vi. 躲避"
shift,"n. 变化, 移动, 轮班, 手段, 应急办法, 移位
vt. 替换, 转移, 改变, 推卸, 变速
vi. 转换, 移动, 转变, 推托, 变速
"
slavery,"n. 奴隶的身分, 奴隶状态, 奴隶制度
"
source,"n. 来源, 水源, 根源, 原始资料, 源
"
resource,"n. 资源, 财力, 办法, 策略, 急智, 消遣
"
spot,"n. 污点, 地点, 斑点, 点, 娱乐场所, 处境, 少量
a. 当场的, 现场的, 现货买卖的, 现金交易的, 抽样的
vt. 点缀, 玷污, 认出, 准确定...的位, 用灯光照射
vi. 玷污, (从空中)侦察敌方目标"
spread,"n. 传播, 散布, 伸展
a. 双唇展开的, 伸展的
vt. 展开, 铺开, 传播, 推广, 伸出, 涂, 敷, 延伸
vi. 展开, 扩大, 传开, 延伸
"
