enable,"vt. 使能够
"
tremendous,"a. 巨大的, 非常的, 可怕的"
immense,"a. 极广大的, 无边的, 非常好的"
enormous,"a. 巨大的, 庞大的"
plentiful,"a. 许多的, 丰富的, 丰饶的"
suffice,"vi. 足够, 有能力
vt. 满足"
adequate,"a. 适当的, 足够的
"
moderate,"a. 适度的, 稳健的, 中等的, 节制的
vt. 节制, 减轻, 使缓和
vi. 变缓和, 主持会议"
reasonable,"a. 合理的, 明理的, 适当的
"
interrupt,"vt. 中断, 妨碍, 插嘴
vi. 打断
n. 中断
"
interval,"n. 间隔, 距离, 间歇, 间隙
"
interim,"a. 暂时的, 临时的, 间歇的
n. 过渡时期"
halt,"n. 停止, 立定, 休息
vt. 使停止, 使立定
vi. 立定, 停止, 蹒跚, 踌躇, 有缺点
"
cease,"n. 停止
v. 停止, 终了"
recommend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付
"
accommodate,"vt. 使适应, 调和, 通融, 容纳, 向...提供
vi. 适应"
luxury,"n. 奢侈, 豪华
a. 奢侈的, 豪华的"
entertain,"vt. 娱乐, 招待, 怀抱
vi. 款待"
entertainment,"n. 娱乐, 款待, 娱乐表演"
virtual,"a. 实际上起作用的, 虚的, 实质的, 有效的, 事实上生效的
"
virtually,adv. 事实上
appropriate,"a. 适当的
"
intensive,"a. 加强的, 内涵的, 集中的
n. 加强器"
calculate,"v. 计算, 预测, 计划, 打算"
compute,"v. 计算, 估算
n. 计算, 估算"
inherent,"a. 固有的, 与生俱来的
"
vital,"a. 生命的, 重要的, 充满活力的, 生死攸关的, 致命的
"
identical,"a. 同一的, 恒等的, 完全相同的
"
criticize,"v. 批评, 吹毛求疵, 非难"
criticise,"v. 批评, 吹毛求疵, 非难"
complain,"v. 抱怨, 抗议, 控诉"
protest,"n. 抗议, 反对, 抗议书, 断言
v. 反对, 抗议, 断言"
resist,"v. 抵抗, 耐得住, 抵制, 反抗
n. 防染材料"
resistant,"n. 抵抗者, 反抗者
a. 抵抗的, 反抗的, 耐...的"
reluctant,"a. 不情愿的, 勉强的
"
division,"n. 分, 分开, 除法, 部门(如部、处、系等), 师
"
partition,"n. 分割, 隔离物, 隔墙, 财产分割
vt. 区分, 瓜分, 隔开, 分割
"
rating,"n. 等级, 额定功率, 责骂
"
reward,"n. 报酬, 酬谢, 赏金
vt. 奖赏, 酬谢, 给...应有报应"
award,"n. 奖品, 裁定, 判决
vt. 授予, 给予"
bonus,"n. 奖金, 红利
"
allowance,"n. 津贴, 零用钱, 限额, 折扣, 允许
vt. 定量供应"
budget,"n. 预算
vi. 编预算
vt. 编入预算, 安排
a. 廉价的"
wage,"n. 工资, 报应, 报偿
vt. 开展, 进行
vi. 进行"
salary,"n. 薪水
vt. 给...加薪"
grant,"n. 授予, 授予物, 允许
vt. 允许, 承认, 授与
"
aid,"n. 帮助, 外援, 助手
vt. 援助, 帮助, 有助于
vi. 帮助
"
assist,"n. 帮助, 协助
vt. 帮助, 促进
vi. 协助, 参加"
favor,"n. 好意, 喜爱
vt. 赐予, 支持, 喜欢, 证实"
favour,"n. 好感, 偏爱, 喜爱, 相信, 庇护, 赞同, 支持, 信赖, 善行, 恩惠, 徽章, 礼物
vt. 赞成, 帮助, 支持, 喜爱, 偏袒, 关切, 赐与, 给与, 有利于, 有助于, 像, 体恤"
favorite,"n. 喜欢的事物, 幸运儿
a. 特别受喜爱的, 喜爱的, 宠爱的, 中意的"
favourite,"n. 喜欢的事物
a. 喜爱的, 宠爱的"
profit,"n. 利润, 赢利, 利益
vi. 有益, 获利, 赚钱
vt. 有益于"
profitable,"a. 有利润的, 有利益的, 赚钱的
"
benefit,"n. 利益
vt. 有益于
vi. 受益"
beneficial,"a. 有益的, 受益的
"
amount,"n. 总数, 总额
vi. 总计, 等同"
extent,"n. 范围, 程度, 区域
"
succession,"n. 连续, 继承权, 继位, 演替, 地层次序
"
string,"n. 线, 细绳, 一串, 字符串
vt. 串起, 成串, 收紧, 缚, 扎
vi. 成一串
"
process,"n. 程序, 进行, 过程
vt. 加工, 使...接受处理, 对...处置, 对...起诉
a. 经加工的, 有特殊光效的
"
procedure,"n. 程序, 过程, 手续
"
hopeful,"n. 有希望之人, 有前途之人
a. 有希望的, 怀抱希望的, 保持乐观的"
hopeless,"a. 无希望的, 绝望的, 不可救药的"
discourage,"vt. 使气馁, 阻碍"
despair,"n. 绝望, 失望
vi. 绝望"
desperate,"a. 不顾一切的, 危急的, 令人绝望的, 极渴望的"
frantic,"a. 狂乱的, 疯狂的"
aspect,"n. 外观, 方面, 面貌, 方向
"
facet,"n. (多面体的)面, 方面, 琢面
"
fashion,"n. 流行, 风尚, 时样
vt. 形成, 造, 作"
update,"vt. 更新, 使现代化
n. 更新
"
frontier,"n. 边界, 边境
"
format,"n. 开本, 版式, 形式, 格式
vt. 格式化
"
cancel,"n. 取消, 撤消, 盖销(邮票)
vt. 取消, 删去, 抵销, 盖销
vi. 相互抵销
"
restrain,"vt. 抑制, 阻止, 束缚
"
ban,"n. 禁令
vt. 禁止, 取缔"
prohibit,"vt. 禁止, 阻止
"
forbid,"vt. 禁止, 不准, 妨碍
"
oblige,"vt. 强制, 施恩惠于, 使感激
vi. 施恩惠, 帮忙"
spoil,"n. 战利品, 赃物, 奖品, 变质, 次品
vt. 损坏, 破坏, 溺爱
vi. 腐坏, 掠夺"
indulge,"vt. 纵情于, 使高兴, 放任, 迁就
vi. 沉溺"
objection,"n. 异议, 反对, 不喜欢, 缺点, 缺陷, 妨碍, 拒绝之理由
"
offend,"v. 犯罪, 冒犯, 违反, 进攻"
guilty,"a. 犯罪的, 有过失的, 自觉有错的, 心虚的
"
innocent,"a. 无罪的, 不懂事的, 无知的
n. 天真的人, 笨蛋"
naive,"a. 天真的, 纯真的, 幼稚的"
impulse,"n. 冲动, 驱使, 刺激, 推动, 冲力, 建议, 脉冲
vt. 推动"
influence,"n. 影响力, 权力, 势力
vt. 影响, 改变"
affect,"vt. 影响, 感动, 假装, 模仿, 爱好, 倾向于
n. 自觉感情"
effective,"a. 有效的, 有力的, 实际的
n. 有生力量"
efficient,"a. 有效率的, 能干的"
impress,"n. 印象, 特征, 印记
vt. 使有印象, 印, 铭刻, 传送, 影响, 强征
vi. 给人印象"
impressive,"a. 给人深刻印象的, 威严的"
impact,"n. 冲击, 冲突, 影响, 效果
vt. 挤入, 撞击, 压紧, 对...发生影响"
sympathy,"n. 同情, 赞同, 怜悯, 慰问, 吊唁
"
sympathize,"vi. 同情, 怜悯, 同意, 体谅"
sympathise,"vi. 同情, 表示同情, 同感, 一致, 共鸣, 同意, 赞同, 赞成, 吊唁, 吊慰"
payment,"n. 付款, 支付的款项(或实物), 偿还, 报应, 惩罚
"
option,"n. 选择权, 挑选, 选项
"
finance,"n. 财政, 财务
vt. 供给...经费, 负担经费
vi. 筹措资金"
crisis,"n. 危机, 危险期, 紧要关头
"
instinct,"n. 本能, 直觉
a. 充满着的"
surge,"n. 巨涌, 汹涌, 澎湃
vi. 汹涌, 澎湃, 颠簸, 猛冲, 突然放松
vt. 使汹涌奔腾, 急放
"
bid,"n. 出价
v. 命令, 吩咐, 请求, 表示, 宣布, 投标"
bet,"n. 打赌, 赌注
v. 打赌"
gamble,"n. 赌博, 冒险
v. 赌博, 孤注一掷"
dispute,"n. 争论
v. 争论"
debate,"n. 辩论, 讨论
v. 争论, 辩论"
challenge,"n. 挑战, 盘问
vt. 向...挑战, 要求, 怀疑
vi. 挑战, 对(证据等)表示异议"
invest,"vt. 投资, 花费, 笼罩, 授予
vi. 投资, 利用"
requirement,"n. 需求, 必要条件, 要求
"
arrange,"v. 安排, 排列, 达成协议
"
coordinate,"n. 同等的人(或物), 坐标
a. 同等的, 并列的
v. (使)协调"
vain,"a. 无价值的, 徒然的, 空虚的, 自负的, 愚蠢的"
court,"n. 法院, 庭院, 奉承
vt. 献殷勤, 追求, 招致
vi. 求爱"
jail,"n. 监牢, 监狱, 拘留所
vt. 监禁, 下狱"
gaol,"n. 监禁, 监狱
vt. 监禁"
crime,"n. 犯罪, 罪行, 罪恶
"
arrest,"n. 逮捕, 监禁
vt. 拘捕, 抑制, 吸引, 阻止"
capture,"n. 抓取, 战利品, 捕获之物
vt. 抓取, 获得, 迷住
"
release,"n. 释放, 发泄, 豁免, 发行, 释放证书
vt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与
n. 发布
"
grace,"n. 优雅, 风度, 慈悲, 恩惠, 体面, 赦免, 恩典, 谢恩祷告
vt. 使优美"
genius,"n. 天才, 天赋, 精神, 神魔
"
genuine,"a. 真正的, 真实的, 诚恳的
"
sincere,"a. 诚实的, 正直的, 真挚的, 纯净的"
authentic,"a. 可靠的, 可信的, 真正的
"
straightforward,"a. 笔直的, 率直的, 明确的, 简单的, 直接的"
locate,"vt. 找出, 设于, 位于
vi. 定居"
local,"a. 地方性的, 当地的, 局部的, 乡土的, 本地的
n. 当地居民, 本地新闻, 局部
"
spot,"n. 污点, 地点, 斑点, 点, 娱乐场所, 处境, 少量
a. 当场的, 现场的, 现货买卖的, 现金交易的, 抽样的
vt. 点缀, 玷污, 认出, 准确定...的位, 用灯光照射
vi. 玷污, (从空中)侦察敌方目标"
situated,"a. 位于...的, 坐落在...的, 处于某种境地的
"
acquaint,"vt. 使认识, 介绍"
inform,"vt. 通知, 使了解, 使充满
vi. 提供资料, 告发"
accustom,vt. 使习惯于
enrol,"vt. 登记, 使加入
vi. 参军, 注册"
enroll,"vt. 登记, 使加入
vi. 参军, 注册"
recruit,"n. 新兵, 新手, 新会员, 补给品
vt. 恢复, 补充, 充实, 征募
vi. 征募新兵, 复原, 得到补充"
register,"n. 寄存器, 记录, 登记簿, 注册
vt. 记录, 注册, 提示, 表达, 把...挂号
vi. 登记, 注册, 挂号
"
involve,"vt. 包括, 使陷于, 潜心于, 包围
"
comprise,"vt. 包含, 构成"
consist,"vi. 组成, 存在于, 一致"
compose,"vt. 组成, 写作, 作曲, 使平静
vi. 创作, 排字
"
composite,"a. 合成的, 混合成的, 菊科的
n. 合成物, 复合材料, 菊科"
component,"n. 元件, 组件, 成分
a. 组成的, 构成的
"
compound,"n. 混合物, 复合词, 化合物, 院子
a. 复合的, 混合的, 化合的
vi. 化合, 和解, 妥协
vt. 使复合, 使化合"
behalf,"n. 利益, 方面"
represent,"vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演
vi. 提出异议"
representative,"n. 代表, 众议员, 典型
a. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的"
denote,"vt. 指示, 表示"
indicate,"vt. 显示, 象征, 指示, 指出
"
indicative,"a. 指示的, 象征的, 表示...的
"
account,"n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目
vi. 报帐, 解释, 导致, 报偿, 占, 杀死
vt. 认为
"
means,"n. 方法, 手段, 工具, 财产, 收入
"
virtue,"n. 德行, 美德, 优点, 功效, 效力
"
occupy,"vt. 占领, 占(时间、空间等), 住进, 担任, 使从事, 使全神贯注
"
possess,"vt. 持有, 占有, 拥有, 克制, 支配, 迷住
"
preoccupy,"vt. 抢先占领, 使全神贯注"
applaud,"v. 拍手喝彩, 称赞, 赞同"
clap,"n. 拍手, 拍手声, 霹雳声, 花柳病
v. 鼓掌, (使)啪地关上"
assemble,"vt. 集合, 收集, 装配
vi. 集合
"
convene,"vt. 集合, 召集, 召唤
vi. 聚集, 集合"
accumulate,"v. 积聚, 堆积"
compress,"vt. 压缩, 压紧
vi. 受压缩小
"
jam,"n. 果酱, 拥塞之物, 堵塞, 困境
vt. 挤进, 使塞满, 混杂, 压碎, 使堵塞
vi. 堵塞, 轧住, 拥挤"
squeeze,"n. 紧握, 挤, 榨, 榨取, 佣金
vt. 紧握, 挤, 榨取
vi. 压榨, 榨"
pinch,"n. 捏, 拧, 撮, 少量, 收缩, 挤压, 夹痛, 苦恼, 逮捕, 指控, 匮乏, 紧急关头
vt. 捏, 拧, 掐, 挤压, 修剪, 使困苦, 使萎缩, 节制, 少量加入, 逮捕, 勒索
vi. 收缩, 节省, 挤压, 引起苦恼"
fasten,"vt. 拴紧, 使固定, 系, 集中于, 强加于
vi. 扣紧"
brace,"n. 支柱, 曲柄, 支撑, 一对
vt. 紧缚, 支撑, 激励
vi. 打起精神
"
clamp,"n. 夹钳
vt. 夹紧, 强加"
collection,"n. 收集, 采集, (一批)收藏品, 募捐
"
connection,"n. 连接, 关系, 前后关系
"
connexion,"n. 连接, 团体, 生意合伙人, 亲戚"
adjoin,"v. 邻接, 毗连"
combine,"v. (使)联合, (使)结合
n. (企业的)联合, 联合收割机"
extend,"v. 扩充, 延伸, 伸展, 扩大
"
extensive,"a. 广的, 广泛的, 多方面的
"
distribute,"vt. 分配, 散布, 分发
"
assume,"vt. 假定, 承担, 呈现
vi. 装腔作势, 僭越"
sanction,"n. 核准, 制裁, 处罚, 约束力
vt. 制定制裁规则, 认可, 核准, 同意"
insure,"vt. 保险, 确保
vi. 投保"
insurance,"n. 保险, 保险业, 保险费
"
undergo,"vt. 遭受, 经历, 忍受
"
encounter,"n. 相会, 相遇, 遭遇
vt. 遇见, 邂逅, 会战
vi. 偶然相遇"
symptom,"n. 症状, 征候, 征兆
"
respond,"vt. 以...回答
vi. 回答, 响应, 回报, 有反应, 承担责任"
signal,"n. 信号, 暗号, 近因, 导火线
vt. 向...作信号, 标志, 用信号通知
vi. 发信号
a. 作为信号的, 显著的
"
symbol,"n. 符号, 象征, 代号, 信条
"
detail,"n. 细节, 详情
vt. 详述, 选派
vi. 画详图
"
define,"vt. 定义, 规定, 使明确
"
specify,"vt. 详列, 指定, 说明
"
specialize,"vt. 使特殊化, 列举, 特别指明, 限定...的范围
vi. 成为专家, 专攻"
specialise,"vt. 特加指明, 列举, 使专门化, 限定...的范围
vt.vi. (使)特化, (使)专化
vi. 成为专家, 专务, 专攻, 专门研究, 逐条详述"
generalize,"vt. 一般化, 概括, 推广
vi. 形成概念, 笼统讲"
generalise,"vt.vi. (使)一般化, 从...引出一般性结论, 泛论, 概括出, 归纳出, 使广义化"
summarize,"v. 概述, 总结"
summarise,"vt. 概括, 总结, 摘要, 概述"
outline,"n. 大纲, 轮廓, 概要
vt. 描画轮廓, 描述要点
n. 大纲, 分级, 轮廓
"
plot,"n. 小块土地, 地区图, 图, 阴谋, 情节
vt. 划分, 绘图, 密谋
vi. 密谋, 策划
"
draft,"n. 气流, 草稿, 汇票, 草案
vt. 起草, 征兵
"
sketch,"n. 素描, 草图, 小品
v. 描绘略图, 画素描或速写"
specialty,"n. 专业, 专长, 特产, 特制品, 特性, 特点
a. 专门的, 独立的"
speciality,"n. 专长, 擅长, 特种技能, 详细说明, 特性, 特产, 专业
"
expert,"n. 专家, 行家
a. 老练的, 内行的, 专门的
"
skilful,"a. 灵巧的, 熟练的, 制作精巧的"
skillful,"a. 熟练的, 巧妙的
"
proficiency,"n. 精通, 熟练, 精练"
professional,"n. 专业人才
a. 专业的, 职业的"
amateur,"n. 业余爱好者, 外行, 爱好者
"
consistent,"a. 一致的, 坚持的, 并立的, 坚固的"
coherent,"a. 互相耦合的, 清晰的, 明了的，凝聚性的, 连贯的"
persist,"vi. 坚持, 固执, 持续, 坚称
"
persistent,"a. 固执的, 坚持的, 持续的, 作用持久的
"
consecutive,"a. 连续的, 联贯的
"
serial,"n. 分期连载作品, 连载小说
a. 连续的, 一连串的, 连载的, 分期偿还的
"
condense,"vt. 使浓缩, 使压缩, 缩短
vi. 浓缩, 凝结"
perpetual,"a. 永久的, 不断的, 无期限的, 没完没了的, 四季开花的
"
pertinent,"a. 相关的, 中肯的, 切题的
"
acute,"a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的
"
blunt,"a. 钝的, 坦率的, 麻痹的"
vertical,"a. 垂直的, 直立的
"
parallel,"n. 平行, 对比, 相匹敌之物
a. 平行的, 相似的
vt. 与...平行, 与...相似, 相比, 使平行
"
specific,"n. 特效药, 特性
a. 特殊的, 明确的, 具有特效的, 特定地, 具体地"
specification,"n. 规格, 详述, 详细说明书
"
abnormal,"a. 反常的, 不规则的, 变态的, 畸形的
n. 畸形的人"
deliberate,"a. 深思熟虑的, 故意的, 从容的
v. 仔细考虑"
confer,"vt. 授予, 带来
vi. 协商"
intent,"n. 意图, 含义, 故意
a. 专心的, 决心的, 热心的"
primitive,"n. 原始人, 早期艺术家
a. 原始的, 上古的
"
absurd,"a. 荒谬的, 不合理的, 可笑的
n. 荒诞"
erroneous,"a. 错误的, 不正确的
"
abrupt,"a. 突然的, 唐突的, 陡峭的, 不连贯的"
erupt,"vi. 爆发
vt. 喷出"
outbreak,"n. 爆发, 暴动
"
adverse,"a. 不利的, 敌对的, 相反的, 逆的
"
eccentric,"n. 怪人, 偏心圆
a. 古怪的, 反常的, 不同圆心的"
unique,"a. 独一无二的, 独特的, 稀罕的"
intrinsic,"a. 本质的, 原有的, 真正的
"
eternal,"a. 永恒的, 永远的, 不灭的"
offensive,"a. 令人不快的, 侮辱的, 攻击性的
"
extinct,"a. 熄灭的, 灭绝的, 耗尽的
"
permanent,"a. 永久的, 不变的, 固定的, 持久的
n. 烫发
"
surplus,"n. 剩余, 过剩, 盈余
a. 过剩的, 剩余的"
intact,"a. 尚未被人碰过的, 原封不动的, 完整的
"
insane,"a. 患精神病的, 极愚蠢的
"
exempt,"n. 免税者, 被免除义务者
a. 免除的
vt. 使免除, 豁免"
degenerate,"a. 堕落的
vi. 退化, 堕落
vt. 使变质, 使退化"
suppress,"vt. 镇压, 使止住, 禁止, 抑制, 查禁
"
convey,"vt. 传达, 运输, 转让
"
comply,"vi. 顺从, 依从
"
impose,"vt. 征(税), 把...强加于, 以...欺骗
vi. 利用, 欺骗, 施加影响"
imply,"vt. 暗示, 意味
"
compel,"vt. 强迫, 迫使"
necessitate,"vt. 迫使, 使成为必需, 需要"
entail,"vt. 使成为必需, 需要, 使承担, 遗传给
n. 限定继承"
emphasize,"vt. 强调, 加强语气, 着重"
emphasise,"vt. 强调, 重读, 加强...的语气, 着重"
impair,"vt. 损害, 减少, 削弱
"
invade,"vt. 侵入, 拥入, 侵略, 侵袭
"
integrate,"vt. 综合, 使完整, 使成整体
vi. 成一体
a. 完整的, 完全的"
integral,"n. 整体, 积分, 整数
a. 固有的, 整体的, 整数的, 积分的
"
embed,"vt. 使插入, 使嵌入, 使深留脑中
"
embrace,"n. 拥抱
vt. 拥抱, 互相拥抱, 包含, 收买
vi. 拥抱"
synthetic,"n. 合成物质
a. 综合(性)的, 人造的, 合成的"
migrate,"vi. 移动, 移往, 随季节而移居
"
emigrate,"v. (使)移居, (使)移民"
immigrant,"n. 移民
a. 移入的, 移民的"
merge,"vt. 使合并, 使消失, 吞没
vi. 合并, 渐渐消失
"
accord,"n. 一致, 调和, 协定
vt. 给与, 使一致
vi. 相符合"
accordance,"n. 一致, 和谐"
unify,"v. 统一, 使成一体"
obedient,"a. 服从的, 顺从的, 孝顺的
"
vicinity,"n. 附近, 邻近, 附近地区, 近处
"
quest,"n. 探索, 寻求, 调查
v. 寻找, 找, 追寻猎物"
compensation,"n. 补偿, 赔偿金, 工资
"
premium,"n. 额外补贴, 奖金, 奖赏, 保险费
"
repay,"v. 偿还, 报答, 报复"
refund,"n. 偿还
vt. 付还, 偿还借款
vi. 归还, 偿还"
instal,"vt. 任命, 使就任, 使就职, 安装, 装置, 设置, 安顿, 安置"
install,"vt. 安装, 安置, 使就职
"
substitute,"n. 代理, 代理人, 代用品, 代替者, 代替物
vt. 代替
vi. 替代, 取代, 代用
a. 代替的, 代用的, 代用品的
"
commission,"n. 委任状, 任官令, 所委职责, 佣金, 犯, 委托, 所托之事
vt. 委任, 委托制作, 使服役"
conservative,"a. 保守的, 守旧的, 有保存力的
"
confidential,"a. 机密的, 获他人信赖的, 易于信任他人的
"
comprehensive,"a. 广泛的, 有理解力的, 综合的
"
rigorous,"a. 严厉的, 严酷的, 严格的, 苛刻的, 严密的, 精确的"
private,"a. 私人的, 秘密的, 私立的, 隐蔽的
n. 士兵, 隐士, 阴部
"
mysterious,"a. 神秘的, 难解的, 不可思议的"
discrete,"a. 不连续的, 离散的
"
solemn,"a. 严肃的, 郑重的, 庄严的"
autonomy,"n. 自治, 自治权
"
conserve,"n. 蜜饯, 果酱
vt. 保存, 使(能量等)守恒"
conceive,"vt. 构思, 认为
vi. 怀孕"
concept,"n. 观念, 概念
"
conception,"n. 观念, 概念
"
notion,"n. 概念, 观念, 想法, 打算, 别致的小东西
"
ponder,"v. 沉思, 考虑"
reckon,"vt. 计算, 总计, 估计, 认为, 猜想
vi. 数, 计算, 估计, 依赖, 料想"
speculate,"vi. 深思, 推测, 投机
"
foresee,"vt. 预见, 预知"
predict,"v. 预知, 预言, 预报"
fabricate,"vt. 制造, 建造, 装配, 伪造"
contemplate,"vt. 注视, 沉思, 盘算
vi. 冥思苦想"
preside,"vi. 统辖, 当主人, 主持
"
pore,"n. 毛孔, 小孔, 气孔
vi. 专心阅读, 细想, 钻研, 沉思, 注视
vt. 使注视得"
presume,"vt. 假定, 推测, 擅自, 意味着
vi. 擅自行动, 相信"
administer,"vt. 管理, 料理, 执行
vi. 执行遗产管理人的职责, 给予帮助"
execute,"vt. 执行, 实行, 完成, 处死, 制成
"
prosecute,"vt. 告发, 起诉, 彻底进行, 执行, 从事
vi. 告发, 起诉, 作检察官"
fantasy,"n. 幻想, 想象的产物
"
contradict,"vt. 反驳, 与...抵触, 与...矛盾
vi. 反驳"
conflict,"n. 战斗, 冲突, 矛盾, 争执
vi. 争执, 战斗, 冲突, 抵触
"
combat,"n. 争斗, 战斗
vi. 战斗, 争斗
vt. 与...战斗, 与...斗争"
dilemma,"n. 困境, (进退两难的)窘境"
plight,"n. 困境, 窘境
vt. 宣誓, 保证"
puzzle,"n. 难题, 迷惑
vt. 使困惑, 使为难
vi. 迷惑, 苦思"
perplex,"vt. 使困惑, 使复杂化, 使为难
"
bewilder,"vt. 使迷惑, 使不知所措"
evoke,"vt. 唤起, 引起, 召(魂)
"
divert,"vt. 转移, 使欢娱
vi. 转移"
undermine,"vt. 在...下面挖, 渐渐破坏, 暗地里破坏
"
defy,"vt. 藐视, 挑衅, 使落空
n. 挑战"
mediate,"a. 居间的, 间接的
vt. 斡旋, 调停
vi. 处于中间, 调解"
veto,"n. 否决权
vt. 否决, 禁止"
denounce,"vt. 告发, 抨击, 谴责
"
segregate,"a. 分离的, 被隔离的
vi. 分离, 隔离, 分凝
vt. 使分离, 使隔离"
isolate,"vt. 使隔离, 使孤立, 使绝缘
n. 隔离种群"
insulate,"vt. 使绝缘, 隔离
"
