a,"第一个字母 A; 一个; 第一的
art. "
breath,"n. 呼吸, 气息, 瞬间
"
breathe,"vi. 呼吸, 生存, 低语
vt. 呼吸, 使喘息, 发散, 低声说"
breathless,"a. 喘不过气来的, 屏气的, 气喘吁吁的, 无风的, 死的"
brewery,"n. 啤酒厂, 酿酒厂
"
brick,"n. 砖块, 积木
a. 用砖做的
vt. 用砖造, 用砖砌"
bride,n. 新娘
bridge,"n. 桥, 舰桥, 桥梁, 桥牌
vt. 架桥于, 跨越
"
brief,"n. 摘要, 简报
a. 简短的, 短暂的
vt. 对...作简报, 摘要, 节录"
bright,"a. 明亮的, 聪明的, 鲜明的, 欢快的
adv. 明亮地, 欢快地"
brilliant,"a. 光辉的, 灿烂的, 有才气的
"
bring,"vt. 带来, 产生, 促使, 提出
vi. 生产"
broad,"a. 宽广的, 辽阔的, 广大的, 显著的
adv. 宽阔地
n. 宽阔部分"
broadcast,"n. 广播, 传播
a. 广播的
v. 广播
adv. 经广播, 四散地
"
brochure,"n. 小册子, 小册"
broken,"a. 坏掉的, 打破的, 断掉的
break的过去分词"
broom,"n. 扫帚, 金雀花
vt. 扫除"
brother,n. 兄弟
brown,"n. 褐色
a. 褐色的
v. (使)变褐色"
brunch,n. 早午餐
brush,"n. 刷子, 毛笔, 争吵
vt. 刷
vi. 擦过, 掠过
"
Buddhism,n. 佛教
budget,"n. 预算
vi. 编预算
vt. 编入预算, 安排
a. 廉价的"
buffet,"n. 自助餐, 小卖部, 碗橱, 殴打, 冲击
vt. 连续打, 冲击, 搏斗
vi. 奋斗"
build,"v. 建立, 建筑
n. 构造, 体格"
building,"n. 建筑物, 建筑
"
bunch,"n. 串, 束
"
bungalow,n. 平房
burden,"n. 负担, 重载, 担子, 责任
vt. 装货于, 烦扰, 使负担"
bureaucratic,"a. 官僚的
"
burglar,"n. 窃贼
"
burn,"vt. 烧, 烧毁, 烧伤
vi. 燃烧, 发热, 烧毁
n. 烧伤, 烙印"
burst,"n. 破裂, 突发, 爆发
v. 爆裂, 突发, 充满
"
bury,"vt. 埋葬, 埋藏"
bush,"n. 矮树丛
"
business,"n. 生意, 事情, 业务, 商业, 商行, 职责
"
businessman,"n. 商人, 实业家, 工商业家"
busy,"a. 忙碌的, 热闹的, 没空的
vt. 使忙
vi. 忙碌
"
but,"prep. 除了
conj. 但是
adv. 仅仅"
butcher,"n. 屠夫, 肉商, 小贩
vt. 屠宰, 屠杀"
butter,"n. 奶油, 黄油
vt. 涂黄油于"
butterfly,"n. 蝴蝶
"
button,"n. 钮扣, 按钮
vi. 扣住
vt. 钉钮扣于, 扣紧
"
buy,"vt. 买, 获得
vi. 买
n. 购买, 买得的东西"
by,"prep. 被, 经, 由, 在...之旁
adv. 经过, 在近处"
bye-bye,"睡觉,床铺,再见"
cab,"n. 出租车, 出租汽车, 出租马车
vi. 乘出租马车(或汽车)"
cabbage,"n. 卷心菜
"
cafe,"n. 咖啡馆, 酒店"
cafeteria,"n. 自助餐厅
"
cage,"n. 笼, 牢房, 战俘营
vt. 关进笼内"
cake,"n. 蛋糕, 块, 饼
vt. 使结块, 加块状物于
vi. 结块"
calculate,"v. 计算, 预测, 计划, 打算"
call,"n. 呼叫, 访问, 打电话, 号召, 召集, 要求
vt. 呼叫, 召集, 打电话
vi. 叫喊, 访问, 叫牌
"
calm,"n. 平稳, 风平浪静
a. 平静的, 冷静的
vi. 平静下来, 镇静
vt. 使平静"
camel,"n. 骆驼, 打捞浮筒"
camera,"n. 照相机, 摄影机, 密谈室, 暗箱
"
camp,"n. 露营, 帐篷
vi. 露营, 扎营
vt. 使扎营"
campaign,"n. 战役, 运动, 竞选运动
vi. 参加运动, 作战"
can,"vt. 装罐
n. 罐头, 容器
aux. 能, 可以
"
canal,"n. 运河, 水道, 管, 沟渠
vt. 开运河"
cancel,"n. 取消, 撤消, 盖销(邮票)
vt. 取消, 删去, 抵销, 盖销
vi. 相互抵销
"
cancer,"n. 癌, 恶性肿瘤
"
candidate,"n. 候选人, 投考者
"
candle,"n. 蜡烛
vt. 对着光检查"
candy,"n. 糖果, 冰糖
vt. 用糖煮, 使结晶为砂糖
vi. 结晶为砂糖"
canteen,"n. 水壶, 军中俱乐部, 临时流动餐馆, 小卖部"
cap,"n. 盖子, 帽子
vt. 戴帽子, 覆盖, 胜过
vi. 脱帽致意
"
capital,"n. 首都, 大写字母, 资本
a. 首都的, 重要的"
capsule,"n. 胶囊, 蒴果, 瓶帽, 航天舱
"
captain,"n. 船长, 指挥官, 海军上校, 首领
vt. 率领, 指挥"
caption,"n. 说明, 字幕, 标题
vt. 加上标题, 加上说明
"
car,"n. 汽车, 客车
"
carbon,"n. 碳, 副本, 复写纸
"
card,"n. 卡片, 纸牌, 节目单, 明信片, 梳棉机
vt. 备置卡片, 记于卡片上, 梳理
"
care,"n. 小心, 照料, 忧虑
vi. 关心, 介意
vt. 在意, 喜欢"
careful,"a. 小心的, 谨慎的"
careless,"a. 粗心的, 不关心的, 无忧无虑的"
carpenter,n. 木匠
carpet,"n. 地毯, 地毯状物
vt. 铺以地毯, 铺盖"
carriage,"n. 马车, 客车, 举止, 运输
"
carrier,"n. 运送者, 邮递员, 带菌者
"
carrot,"n. 胡萝卜
"
carry,"n. 进位, 射程, 运载
vt. 携带, 运送, 支持, 传送, 包含
vi. 被携带, 能达到
"
cartoon,"n. 卡通画, 漫画
v. 画漫画"
carve,"v. 雕刻, 切开"
case,"n. 情形, 情况, 箱, 容器, 事实, 病例, 案例, 框子
vt. 装箱, 包盖"
cash,"n. 现金
vt. 兑现"
cassette,"n. 盒式磁带, 珠宝箱, 暗盒
"
cast,"n. 演员阵容, 投掷, 铸件, 预测, 特性
vt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算
vi. 投, 计算, 浇铸成型"
castle,"n. 城堡, 象棋中的车
vt. 置于城堡中, 盘踞于"
casual,"a. 偶然的, 不经意的, 便装的
n. 临时工, 待命士兵"
cat,"n. 猫, 恶妇
vi. 呕吐
计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版
"
catalogue,"n. 目录, 大学情况一览
vt. 编入目录"
catastrophe,"n. 大灾难, 大祸
"
catch,"n. 捕捉, 陷阱, 捕捉之物, 抓, 拉手
vt. 捕捉, 赶上, 感染, 听清楚
vi. 抓住, 燃着"
category,"n. 种类, 类项
"
cater,"v. 提供饮食及服务, 投合, 迎合"
Catholic,"n. 天主教徒
a. 天主教的, 普遍的, 广泛的, 宽宏大量的"
cattle,"n. 牛, 家畜
"
cause,"n. 原因, 目标
vt. 引起, 使产生, 使遭受"
caution,"n. 小心, 慎重, 警示
vt. 警告
"
cautious,"a. 谨慎的, 小心的"
cave,"n. 洞, 穴
vi. 凹陷, 塌落
vt. 挖洞, 使凹陷, 损坏...的基础"
ceiling,"n. 天花板
"
celebrate,"v. 庆祝, 祝贺, 举行"
celebration,"n. 庆祝, 庆典"
cell,"n. 单元, 细胞, 电池
"
cent,"n. 分
"
centigrade,"a. 百分度的, 摄氏的
"
centimetre,"n. 厘米, 公分"
centre,"n. 中心, 中心点, 中锋
a. 中央的, 位在正中的
vt. 集中, 定中心
vi. 居中"
century,"n. 世纪, 百年"
ceremony,"n. 典礼, 仪式, 礼节
"
certain,"a. 确定的, 某一个的, 必然的
"
certificate,"n. 证书, 证明书
vt. 发给证明书, 用证书批准, 用证书证明"
chain,"n. 链, 枷锁, 束缚
vt. 用铁练锁住, 束缚, 囚禁"
chair,"n. 椅子, 显要的席位, 主席
vt. 使入座, 使就任要职"
chairman,"n. 主席, 会长
"
chalk,"n. 粉笔, 白垩
vt. 用粉笔写, 记录"
challenge,"n. 挑战, 盘问
vt. 向...挑战, 要求, 怀疑
vi. 挑战, 对(证据等)表示异议"
challenging,"a. 挑战的, 引起争论的"
champion,"n. 冠军, 拥护者, 战士
vt. 保卫, 拥护
a. 优胜的"
chance,"n. 机会, 意外, 可能性
vi. 偶然发生
vt. 冒险"
change,"n. 变化, 找回的零钱, 找头, 更换
vt. 改变, 更换, 兑换"
channel,"n. 海峡, 航道, 频道
vt. 引导, 在...上挖沟, 形成河道
"
chant,"n. 圣歌, 赞美诗
v. 吟唱, 诵扬"
chaos,"n. 大混乱, 混沌
"
chapter,"n. 章, 篇, 重要章节
"
character,"n. 个性, 字符, 人物, 性质, 品格, 资格
"
characteristic,"n. 特性, 特征, 特色
a. 特性的, 特有的, 有特色的
"
charge,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令
vt. 控诉, 加罪于, 使充满, 使充电, 使承担
vi. 冲锋, 要价, 收费"
chart,"n. 图表, 海图
vt. 制成图表
"
chat,"n. 闲谈
vi. 闲谈, 聊天"
cheap,"a. 便宜的, 不值钱的, 可鄙的
adv. 便宜地"
cheat,"n. 欺骗, 作弊, 骗子
v. 欺骗, 逃脱, 骗取"
check,"n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军
vt. 检查, 阻止, 核对, 寄存, 托运
vi. 逐项相符, 开支票
"
cheek,"n. 颊, 厚颜, 脸蛋
"
cheer,"n. 愉快, 振奋, 欢呼
vi. 欢呼, 喝彩, 快活起来
vt. 使振奋, 欢呼"
cheers,"interj. 干杯, 再见"
cheese,"n. 乳酪
"
chef,n. 厨师
chemical,"n. 化学药品
a. 化学的, 化学上用的"
chemist,"n. 化学家, 药剂师
"
chemistry,"n. 化学, 化学过程
"
cheque,n. 支票
chess,"n. 国际象棋
"
chest,"n. 胸, 胸部, 衣柜, 箱子
"
chew,"vt. 咀嚼, 嚼碎
vi. 咀嚼, 细想
n. 咀嚼, 咀嚼物"
chicken,"n. 小鸡, 鸡肉"
chief,"n. 领袖, 酋长, 长官, 主要部分
a. 主要的, 首位的"
child,"n. 孩子, 产物, 追随者
"
childhood,"n. 孩童时期
"
chocolate,"n. 巧克力
a. 巧克力制的"
choice,"n. 选择, 精选品, 选择权
a. 精选的, 挑三拣四的, 上等的
"
choir,"n. 唱诗班, 唱诗班的席位
v. 合唱"
choke,"vt. 窒息, 阻塞, 噎, 抑制
vi. 窒息, 阻塞, 噎
n. 窒息, 噎, 阻气门"
choose,"vt. 选择, 宁愿, 欲
vi. 作出选择, 愿意
"
chopstick,n. 筷子
chorus,"n. 合唱队, 齐声
v. 齐声说道, 合唱"
Christian,"n. 基督徒, 正派人
a. 基督的, 基督教的"
Christmas,[网络] 圣诞；基督的弥撒
church,"n. 教堂, 礼拜, 教会
vt. 使人接受宗教仪式
a. 教堂的"
cigar,n. 雪茄
cigarette,"n. 香烟, 纸烟"
cinema,"n. 电影院, 电影"
circle,"n. 圆周, 社交圈, 循环, 范围
vt. 围着, 环绕
vi. 盘旋, 循环"
circuit,"n. 电路, 环(行)道, 巡回
"
circulate,"v. (使)流通, (使)循环, (使)传播"
circumstance,"n. 环境, 状况, 事件"
circus,"n. 马戏团, 马戏, 竞技场"
citizen,"n. 市民, 公民
"
city,"n. 城市, 市
"
civil,"a. 市民的, 公民的, 有礼貌的
"
civilian,"n. 平民, 民法专家
a. 平民的, 百姓的, 民用的"
civilization,"n. 文明, 教化
"
clap,"n. 拍手, 拍手声, 霹雳声, 花柳病
v. 鼓掌, (使)啪地关上"
clarify,"vi. 澄清, 阐明
vt. 使明晰"
class,"n. 班级, 阶级, 种类, 课
vt. 分类
"
classic,"n. 古典作品, 杰作, 大艺术家
a. 第一流的, 最优秀的, 古典的"
classify,"vt. 分类, 归类, 分等
"
classmate,n. 同班同学
classroom,n. 教室
claw,"n. 爪, 螯, 抓伤
v. 用爪抓, 挖, 搜刮"
clay,"n. 泥土, 肉体, 黏土
"
clean,"a. 干净的, 清白的, 简洁的
adv. 清洁地, 完全地
vt. 清理, 使干净, 出空
vi. 被搞干净
n. 打扫"
cleaner,"n. 清洁工人, 清洁剂, 干洗商
"
clear,"a. 清楚的, 明确的, 澄清的
adv. 清晰地
vt. 澄清, 清除障碍
vi. 放晴, 变清澈
n. 空隙
"
clerk,"n. 办事员, 职员, 文书
vi. 当店员"
clever,"a. 聪明的, 精明的"
click,"n. 咔哒声, 啪嗒声
vi. 作咔哒声
vt. 使发咔哒声
"
climate,"n. 气候, 社会趋势, 气候区
"
climb,"v. 攀登, 上升, 爬
n. 攀登, 爬升"
clinic,"n. 诊所, 临床教学
"
clock,"n. 时钟, 计时器, (袜子上的)绣花边花
vt. 绣花样, 记时, 记录
vi. 记录时间
"
clone,"n. 无性系
"
close,"n. 结束, 完结
a. 靠近的, 亲近的, 亲密的, 严密的, 关闭的, 狭窄的, 秘密的
vt. 关, 结束, 使靠近, 封闭, 使接近
vi. 关闭, 结束, 靠近
adv. 接近地, 紧密地
"
close,"n. 结束, 完结
a. 靠近的, 亲近的, 亲密的, 严密的, 关闭的, 狭窄的, 秘密的
vt. 关, 结束, 使靠近, 封闭, 使接近
vi. 关闭, 结束, 靠近
adv. 接近地, 紧密地
"
cloth,"n. 布料, 织品, 布
"
clothes,n. 衣服
clothing,n. 衣服
cloud,"n. 云, 阴暗, 烟雾, 疑团
vt. 以云遮敝, 笼罩, 使黯然
vi. 乌云密布, 阴沉"
cloudy,"a. 多云的, 有愁容的, 云的, 浑浊的
"
club,"n. 俱乐部, 木棍, 球棒
vt. 用棍棒打, 缴纳
vi. 联合起来
a. 俱乐部的"
clumsy,"a. 笨拙的, 不雅观的, 粗陋的"
coach,"n. 四轮大马车, 教练
vt. 训练, 指导
vi. 坐马车旅行, 作指导"
coal,"n. 煤, 木炭
v. 加煤"
coast,"n. 海岸, 滑坡
v. 沿海岸而行"
coat,"n. 外套
vt. 外面覆盖, 给...穿外套"
cocoa,"n. 可可粉, 可可茶, 可可色
"
coffee,"n. 咖啡, 咖啡色
"
coin,"n. 硬币, 金钱, 货币
vt. 铸币, 创造, 杜撰"
coincidence,"n. 巧合, 同时发生
"
coke,"n. 可口可乐, 焦炭
v. (使)成焦炭"
cold,"n. 感冒, 寒冷
a. 寒冷的, 冷淡的, 冷静的
adv. 完全地"
collar,"n. 衣领, 颈圈
vt. 控制, 扭住衣领, 给...装上领子"
colleague,"n. 同事, 同僚"
collect,"v. 收集, 聚集, 集中, 搜集
a. 由收到者付款的
adv. 由收到者付款地"
collection,"n. 收集, 采集, (一批)收藏品, 募捐
"
college,"n. 学院, 大学, 学会"
collision,"n. 碰撞, 冲突, 抵触
"
colour,"n. 颜色, 面色, 颜料, 外貌
vt. 把...涂上颜色, 粉饰, 使脸红, 歪曲
vi. 变色"
comb,"n. 头梳, 鸡冠
vt. 梳头发, 梳毛
vi. (浪)涌起"
combine,"v. (使)联合, (使)结合
n. (企业的)联合, 联合收割机"
come,"vi. 过来, 来, 到达, 出现, 开始
interj. 喂"
comedy,"n. 喜剧, 有趣的事情"
comfort,"n. 舒适, 安慰, 安慰者
vt. 安慰"
comfortable,"a. 舒服的, 轻松的
n. 盖被"
command,"n. 命令, 指挥, 控制, 部队, 司令部
v. 命令, 指挥, 控制
"
comment,"n. 注解, 批评, 评论, 备注
vi. 评论, 注解
"
commercial,"a. 商业的, 商用的, 商品化的
n. 商业广告节目"
commit,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务
"
commitment,"n. 委托, 交押, 承担义务, 赞助
"
committee,"n. 委员会
"
common,"a. 通常的, 共同的, 通俗的, 公共的
"
communicate,"vt. 显露, 传达, 感染
vi. 通讯"
communication,"n. 交流, 交通, 通讯
"
communist,"n. 共产主义者, 共产党员
"
companion,"n. 朋友, 陪伴, 指南, 升降口围罩
vt. 陪伴"
company,"n. 公司, 友伴, 交往, 连队, 朋友, 一群
vt. 陪伴
vi. 交往"
compare,"vt. 比较, 比喻, 对照
vi. 相比
n. 比较
"
compass,"n. 指南针, 范围, 音域
vt. 包围, 达到, 图谋, 理解"
compensate,"v. 偿还, 补偿, 付报酬"
compete,"vi. 竞争, 对抗"
competence,"n. 胜任, 职称, 能力
"
competition,"n. 竞争, 竞赛
"
complete,"a. 完全的, 十足的, 完成的
vt. 完成, 完工, 使圆满"
complex,"n. 综合体, 情结, 络合物
a. 复杂的, 组合的"
component,"n. 元件, 组件, 成分
a. 组成的, 构成的
"
composition,"n. 作文, 创作, 组成
"
comprehension,"n. 理解, 包含"
compromise,"n. 妥协, 折中, 折中方案, 和解
vi. 妥协处理
vt. 危害"
compulsory,"a. 被强制的, 强迫的, 义务的
"
computer,"n. 电脑, 电子计算机
"
concentrate,"n. 浓缩, 精选
v. 集中, 专心"
concept,"n. 观念, 概念
"
concern,"n. 关心, 忧虑
vt. 与...有关, 使担心, 使挂念"
concert,"n. 音乐会, 和声, 一致
vt. 协力, 协调
vi. 协力
"
conclude,"vt. 结束, 作结论, 推断
vi. 结束, 推断"
conclusion,"n. 结论, 结尾, 推论
"
concrete,"n. 凝结物, 混凝土
a. 具体的, 实在的, 混凝土的
v. (使)凝结, 用混凝土浇筑"
condemn,"vt. 判刑, 责备, 谴责
"
condition,"n. 情况, 条件
vt. 使健康, 以...为条件, 决定, 使适应
"
conduct,"n. 行为, 举动, 指导
vt. 为人, 指挥, 管理, 实施
vi. 领导, 传导, 指挥"
conductor,"n. 领导者, 指挥者, 售票员, 向导
"
conference,"n. 会议
"
confident,"a. 有信心的, 有把握的"
confidential,"a. 机密的, 获他人信赖的, 易于信任他人的
"
confirm,"vt. 证实, 确定, 批准, 使巩固
"
conflict,"n. 战斗, 冲突, 矛盾, 争执
vi. 争执, 战斗, 冲突, 抵触
"
confuse,"vt. 使混乱, 使狼狈, 使困惑
"
congratulate,"vt. 祝贺, 庆贺"
congratulation,"n. 祝贺, 恭喜"
connect,"v. 连接, 联合, 联系"
connection,"n. 连接, 关系, 前后关系
"
conscience,"n. 良心
"
consensus,"n. 合意, 一致, 同感
"
consequence,"n. 结果, 重要性
"
conservation,"n. 保护, 保存
"
conservative,"a. 保守的, 守旧的, 有保存力的
"
consider,"v. 考虑, 思考, 认为"
considerate,"a. 体贴的, 体谅的, 考虑周到的"
consideration,"n. 考虑, 原因
"
consist,"vi. 组成, 存在于, 一致"
consistent,"a. 一致的, 坚持的, 并立的, 坚固的"
constant,"n. 常数, 恒量
a. 不变的, 一定的, 时常的
"
constitution,"n. 构成, 宪法, 体格
"
construct,"vt. 构造, 建造, 对...进行构思, 作图
n. 构成物"
construction,"n. 建筑, 构造, 建筑物
"
consult,"vi. 商讨, 商量, 协商, 会诊
vt. 向...请教, 查阅, 考虑"
consultant,"n. 顾问, 征询意见者
"
consume,"vt. 消耗, 消费, 消灭
vi. 耗尽, 毁灭"
contain,"vt. 包含, 容纳, 控制
vi. 自制"
container,"n. 容器, 集装箱
"
contemporary,"n. 同时代的人
a. 同时代的, 属于同一时期的"
content,"n. 内容, 满足, 意义, 要旨
a. 满足的, 满意的
vt. 使...满足, 使...安心
"
continent,"n. 大陆, 洲
a. 自制的"
continue,"vi. 继续, 延续, 延长
vt. 使继续, 使延长"
contradict,"vt. 反驳, 与...抵触, 与...矛盾
vi. 反驳"
contradictory,"a. 反驳的, 反对的, 抗辩的
n. 矛盾因素, 对立物"
contrary,"a. 相反的, 矛盾的, 对立的
n. 相反, 对立面
adv. 相反地"
contribute,"vt. 有助于, 捐助, 投稿
vi. 出力, 捐献, 投稿"
control,"n. 控制, 管理, 克制, 控制器, 操纵装置
vt. 控制, 操纵, 抑制
"
controversial,"a. 争论的, 论争的, 被议论的"
convenient,"a. 方便的, 合宜的
"
conventional,"a. 传统的, 习惯的, 约定的
"
conversation,"n. 会话, 说话, 交谈
"
convey,"vt. 传达, 运输, 转让
"
convince,"vt. 说服, 使相信
"
cook,"n. 厨子, 厨师
vt. 烹调, 煮饭, 加热
vi. 在煮着"
cooker,"n. 炊事用具, 炉灶, 锅, 炊具, 烹饪用水果, 窜改者, 伪造者
"
cookie,"n. 饼干, 小甜点
"
cool,"n. 凉爽, 凉爽的空气
a. 凉爽的, 冷淡的, 冷静的
vi. 冷却, 平息
vt. 使冷却, 使平静"
copy,"n. 副本, 摹仿, 一册
v. 复印, 抄袭, 复制
"
corn,"n. 玉蜀黍, 谷类, 谷粒, 鸡眼
vt. 使成颗粒, 腌"
corner,"n. 角落, 转角, 窘境
vt. 迫至一隅, 垄断, 使陷入绝境
vi. 相交成角, 垄断
"
corporation,"n. 公司, 合作, 法人团体
"
correct,"a. 正确的, 合适的
vt. 改正, 订正"
correction,"n. 订正, 改正, 改正的地方
"
correspond,"vi. 符合, 通信, 相当
"
corrupt,"a. 腐败的, 贪污的, 讹误充斥的
vt. 使腐烂, 腐蚀, 使恶化
vi. 腐烂, 堕落"
cost,"n. 代价, 价值, 费用
vi. 花费
vt. 使失去, 值, 使花费"
cosy,"a. 温暖舒适的
n. 保暖套"
cottage,"n. 小屋, 茅舍"
cotton,"n. 棉花
vi. 和谐, 有好感, 理解"
cough,"n. 咳嗽
vi. 咳嗽
vt. 咳出"
could,"aux. 可以, 能"
count,"vt. 计算, 视为
vi. 计数
n. 计算, 合计, 计数, 伯爵
"
counter,"n. 计算器, 计算者, 柜台, 筹码
a. 反方向的, 相反的
adv. 反方向地, 相反地
"
country,"n. 国家, 乡村, 地区, 故乡
a. 乡下的, 农村的
"
countryside,"n. 乡下地方, 乡下居民"
couple,"n. 对, 夫妇, 数个
vt. 使成双, 连接, 使成婚, 把...联系起来
vi. 结合, 成婚"
courage,"n. 勇气, 胆量"
course,"n. 课程, 路线, 过程, 一道菜, 道路
v. 追, (使)跑"
court,"n. 法院, 庭院, 奉承
vt. 献殷勤, 追求, 招致
vi. 求爱"
courtyard,"n. 庭院, 天井"
cousin,"n. 堂兄弟姊妹, 表兄弟姊妹
"
cover,"n. 盖子, 封面, 藉口
vt. 覆盖, 掩饰, 保护, 掩护, 包括
vi. 覆盖"
cow,"n. 母牛, 母兽
vt. 威胁"
crash,"n. 哗啦声, 猛撞, 崩溃, 粗布
v. 撞碎, 破碎, (使)...坠毁
a. 速成的
"
crayon,"n. 蜡笔, 蜡笔画
vt. 以蜡笔作画"
crazy,"a. 发狂的, 狂热的"
cream,"n. 乳酪, 奶油, 面霜
"
create,"vt. 创造, 建造, 引起, 任命"
creature,"n. 人, 动物, 创造物, 生物"
credit,"n. 信用, 信任, 荣誉, 贷款, 学分
vt. 归功于, 赞颂, 信任, 相信
"
crew,"n. 全体人员, 一群人, 全体队员
crow的过去式"
crime,"n. 犯罪, 罪行, 罪恶
"
criminal,"n. 罪犯, 犯人, 刑事
a. 犯了罪的, 刑事的, 有罪的"
criterion,"n. 标准, 准则, 规范
"
crop,"n. 农作物, 产量, 平头
vt. 收割, 修剪, 种植
vi. 收获
"
cross,"n. 十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交
a. 生气的, 交叉的, 相反的
v. 交叉, 横过, 越过
"
crossing,"n. 横越, 横渡, 交叉点, 渡口
"
crossroads,"n. 十字路口, 交叉路口, 聚会的中心地点, (喻)需作抉择的重要关头, 紧要关头"
crowd,"n. 群众, 一伙人
vt. 拥挤, 挤满, 挤进"
cruel,"a. 残酷的, 令人极痛苦的
"
cry,"n. 叫声, 哭声, 大叫
vi. 哭, 叫, 喊
vt. 叫喊, 大声说, 哭出"
cube,"n. 立方体, 立方
"
cubic,"a. 立方体的, 立方的
"
cuisine,"n. 烹调风格, 烹调法, 烹饪, 厨房"
culture,"n. 文化, 修养, 耕种
vt. 耕种, 培养"
cup,"n. 杯子, 茶杯, 优胜杯
vt. 使成杯状, 为...拔火罐"
cupboard,"n. 食橱, 碗柜, 餐具柜"
cure,"n. 治疗, 治愈, 治疗法
vt. 治疗, 治愈, 改正, 腌制, 加工处理, 使硫化
vi. 受治疗, 被加工处理, 被硫化"
curious,"a. 好奇的, 求知的, 古怪的"
currency,"n. 货币, 通货, 流通, 通用
"
curriculum,"n. 课程
"
curtain,"n. 帐, 幕, 窗帘
vt. 装帘子于, 遮蔽"
cushion,"n. 垫子, 橡皮软垫
vt. 加垫褥, 缓冲, 掩盖"
custom,"n. 习惯, 风俗, 海关, 自定义
a. 定制的
"
customer,"n. 消费者
"
